place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,prob_negative,prob_neutral,prob_positive,predicted_label,margin
The Forum Cafe,5,coffee,"I love their Spanish Latte, but make sure to try their signature Dirty Matcha.",Product Quality,,False,0.42002457,0.20350331,0.3764721,NEGATIVE,0.043552488
AtCurbside,4,coffee,"Found inside an open subdivision, you can drive past this unassuming park-drop-go cafe without a clue….Signage is discreet.",Store Operations and Accessibility,,False,0.42594185,0.19167575,0.38238236,NEGATIVE,0.04355949
Cafe Demitasse,4,coffee,"Their food really taste good, but unfortunately 2days ago we ordered the same food we dine last year and the taste change and it's very salty.",Product Quality,,False,0.42080188,0.20196801,0.3772301,NEGATIVE,0.04357177
The Beehive Cafe Davao,5,coffee,They also offer take out so you can enjoy their food in the comfort of your home.,Product Quality,,False,0.42084035,0.20189601,0.3772637,NEGATIVE,0.043576658
Starbucks - SM City Davao,4,coffee,Nice place to study but it's only open till 12am.,Facilities and Amenities,,False,0.42133242,0.20093855,0.37772906,NEGATIVE,0.04360336
Cafe Julieta,5,coffee,The food was very nice especially their lumpia.,Product Quality,,False,0.4314334,0.1807419,0.38782465,NEGATIVE,0.043608755
Daleachious Cafe - Ecoland Branch,1,coffee,Has potential but food is entirely unsatisfactory...,Product Quality,,False,0.42182145,0.19996643,0.37821206,NEGATIVE,0.04360938
The Matcha Tokyo - Azuela High Street,3,matcha,"Honest review It's just a little tasteless, Meh... there's too much milk in the matcha latte.",Product Quality,,False,0.4167847,0.21004188,0.37317342,NEGATIVE,0.043611288
Purge Coffee Roaster,5,coffee,The coffee shop is small with a relatively small menu as well.,Product Quality,,False,0.42034233,0.20293497,0.37672266,NEGATIVE,0.043619663
Lara Mia Café & Bistro,5,coffee,Pizzas are good value for money!,Price and Value,,False,0.42833677,0.18695359,0.38470966,NEGATIVE,0.043627113
Starbucks Damosa IT Park Drive-Thru,3,coffee,Difficult to park and especially leave at these hours not to mention making the left turn after the drive-through facility…My big grumble is with the restricted menu options when driving through…Sometimes even futile for wasted time lining up when I could've gone inside to get what I wanted instead without limit.,Store Operations and Accessibility,,False,0.41366333,0.21631266,0.37002406,NEGATIVE,0.043639272
Starbucks SM Davao Expansion Wing,5,coffee,Its cozy and friendly staff and etc.. good budget as starbs is cozy friendly...,Customer Service,,False,0.43258777,0.17846707,0.3889452,NEGATIVE,0.04364258
Café de Vivré,5,coffee,"Their food choices are also noteworthy, and I would recommend interested people to try the place's pulled chicken sandwich.",Product Quality,,False,0.42348754,0.1966724,0.3798401,NEGATIVE,0.04364744
Fourth Street Cafe,5,coffee,Matcha latte is plain average.,Product Quality,,False,0.42216057,0.19933428,0.3785052,NEGATIVE,0.043655366
Café Prelaya by The Joaquins’ Cheesecakes,5,coffee,Was welcomed by a yawning-under-his-hoodie-yet-wide-eyed barista.,Customer Service,,False,0.42378846,0.1960826,0.38012886,NEGATIVE,0.043659598
Cafe Tavera,5,coffee,Cafe Tavera has exceptional staff and service.,Customer Service,,False,0.43161923,0.18042228,0.3879585,NEGATIVE,0.04366073
Lanang Matcha House,2,matcha,"Ang mahal ng matcha nila, di naman authentic ang lasa.",Price and Value,,True,0.41947594,0.20471248,0.37581155,NEGATIVE,0.043664396
Bramble,5,matcha,Food was very good as was our coffee.,Product Quality,,False,0.43685478,0.16996214,0.39318305,NEGATIVE,0.043671727
Starbucks - SM City Davao,3,coffee,Espresso is a hit or miss.,Product Quality,,False,0.42474782,0.1941833,0.38106894,NEGATIVE,0.04367888
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,"More sugar than matcha, but good enough for a cheap matcha fix.",Price and Value,,False,0.4196378,0.20440409,0.3759581,NEGATIVE,0.043679684
Green Coffee - Marfori,4,coffee,"Great coffee, friendly staff and ambience is awesome.",Customer Service,,False,0.44251943,0.15864132,0.39883927,NEGATIVE,0.04368016
The Crazy Bite Co. Sky Cafe,4,coffee,"It is a great place especially when you see the view from above, food is tasty and staff is well accommodating.",Customer Service,,False,0.43593737,0.17180766,0.3922549,NEGATIVE,0.043682486
Kafih - Davao,5,coffee,The food here is so great and the staffs are accommodating when it comes to their customers.,Product Quality,,False,0.43173048,0.18023105,0.38803843,NEGATIVE,0.043692052
ROOFTOP Café Bar,2,coffee,They don't even wipe or cleanup the tables right away (even when the place wasn't busy at that time).,Facilities and Amenities,,False,0.41792196,0.2078603,0.37421772,NEGATIVE,0.04370424
The Coffee Bar at GMall of Davao,3,coffee,Keep improving your service and coffees.,Customer Service,,False,0.42865857,0.18640526,0.38493627,NEGATIVE,0.0437223
Starbucks - SM City Davao,5,coffee,"Staff were polite and our coffee, Vanilla Latte and Cafe Mocha, were both good as expected.",Customer Service,,False,0.4327424,0.17823769,0.38901997,NEGATIVE,0.04372242
Indahouse Cafe,2,coffee,Worse thing about it is the price.,Price and Value,,False,0.41907558,0.20558403,0.37534037,NEGATIVE,0.043735206
Starbucks - SM Lanang,5,coffee,"Delicious drinks, top notch service and the general atmosphere of the place is average.",Product Quality,,False,0.43210953,0.17951885,0.38837165,NEGATIVE,0.04373789
Coffee Hub,4,coffee,"The coffee is really good, and the cozy atmosphere makes it easy to focus.",Product Quality,,False,0.44010893,0.16353215,0.3963589,NEGATIVE,0.043750018
Dunkin' Donuts- C. P. Garcia Highway,3,coffee,"No issues with the food...the donuts are what you'd expect from Dunkin', consistent and okay.",Product Quality,,False,0.41990373,0.20395234,0.3761439,NEGATIVE,0.043759823
MANU Coffee,5,coffee,there may be slight delay of my order but it was understandable since it was peak hours and worth to wait.,Store Operations and Accessibility,,False,0.41658577,0.21058823,0.37282592,NEGATIVE,0.043759853
BRGR Alley Café,5,coffee,"Food is good , ambiance of the place is nice and accommodating staffs .",Product Quality,,False,0.45687997,0.13000122,0.4131188,NEGATIVE,0.043761164
Coffeecat,2,coffee,Very expensive,Price and Value,,False,0.4225099,0.19875264,0.3787375,NEGATIVE,0.0437724
JAS Caffeinated,5,coffee,Nice cofee friendly service,Customer Service,,False,0.42973793,0.18430705,0.38595507,NEGATIVE,0.04378286
DUNKIN’,4,coffee,"Dunkin' is one of my go-to places when I want something quick, delicious, and budget friendly, especially their donuts.",Customer Service,,False,0.41935644,0.20507018,0.37557343,NEGATIVE,0.04378301
Steep Kohi,4,coffee,The drink was nice but not an iced coffee I will order again.,Product Quality,,False,0.42240694,0.1989758,0.37861726,NEGATIVE,0.043789685
One Corner Coffee Lifestyle and Beyond,5,coffee,And I made sure to be there by 3 p.m. as the parking was just along the road.,Store Operations and Accessibility,,False,0.41961685,0.20456603,0.37581712,NEGATIVE,0.04379973
Green Coffee - Diversion,1,coffee,They don't allow the drinks to be a little sweet.,Product Quality,,False,0.41712573,0.20955217,0.37332207,NEGATIVE,0.043803662
Cafe Julieta,3,coffee,"Their vibe is both cozy and sad  confused_face  They would have been nice if they were deconstructed, but they're both just taking it because you feel like it's a hassle.",Ambiance and Atmosphere,,False,0.42024434,0.203318,0.37643772,NEGATIVE,0.043806612
Dakong Balay,4,coffee,"Since we are from downtown of Davao, I don't really recommend driving all the way here just to eat buffet but rather try their ala carte meals and drinks.",Product Quality,,False,0.41687778,0.21005867,0.37306362,NEGATIVE,0.043814152
The Crazy Bite Co. Sky Cafe,4,coffee,They are also very dangerous here because they don't wash their dishes—all the food is in cartons.,Product Quality,,False,0.41704217,0.20973133,0.3732265,NEGATIVE,0.043815672
Matcha Cafe,1,matcha,Basag na ilang mga plates and cups. Not presentable.,Facilities and Amenities,,True,0.42306337,0.19769844,0.37923822,NEGATIVE,0.04382515
Green Whisk Matcha House,1,coffee,"Grabe ka hirap hanapin, wala man gani nag stand out ang signage nila sa kadalanan.",Store Operations and Accessibility,,True,0.41761127,0.2086063,0.37378234,NEGATIVE,0.043828934
Green Coffee - Marfori,5,coffee,This is my ideal coffee shop.,Product Quality,,False,0.42852682,0.18678251,0.3846906,NEGATIVE,0.043836206
Green Coffee - Marfori,3,coffee,place ok. coffee not very much,Product Quality,,False,0.42809007,0.18765895,0.38425094,NEGATIVE,0.043839127
Dunkin’ - SM Lanang,1,coffee,"While we were still actively eating our meal, the kitchen staff proceeded to open the kitchen door, releasing an unpleasant odor throughout the dining area.",Customer Service,,False,0.42060086,0.20264898,0.37675017,NEGATIVE,0.04385069
BRGR Alley Café,5,coffee,Sulit na siya!!!!,Price and Value,,False,0.42192084,0.2000123,0.37806684,NEGATIVE,0.043854
Dunkin' Davao People's Park,5,coffee,"The staff are friendly and welcoming, which makes the visit even more pleasant.",Customer Service,,False,0.4386312,0.16660315,0.39476565,NEGATIVE,0.04386556
The Secret Garden Cafe,5,coffee,The orders are often served fast enough even when the space is full.,Facilities and Amenities,,False,0.42186993,0.20013677,0.3779933,NEGATIVE,0.043876648
Cafe Tavera,4,coffee,The Food: Definitely the highlight.,Product Quality,,False,0.43255302,0.17879087,0.38865608,NEGATIVE,0.043896943
Café Joa,4,coffee,"I'm aware inflation exists and is pretty bad, so I understood the frappe (it was a decent size dw) costing around 150+ and our food was 200+ each, but bro 50 pesos for extra rice?",Product Quality,,False,0.41044077,0.22301985,0.36653936,NEGATIVE,0.043901414
Cafe Tavera,1,coffee,No wonder they used strong flavors to mask the taste.,Product Quality,,False,0.42173055,0.20044364,0.37782583,NEGATIVE,0.04390472
Thirty Third Café,4,coffee,Go get their Mango Matcha.,Product Quality,,False,0.42188084,0.2001456,0.3779735,NEGATIVE,0.043907344
Seattle's Best Coffee,3,coffee,Coffee got served at 5:20-ish so not that long and it's fine since we're not really starving and we get that there are a not of people.,Product Quality,,False,0.41551548,0.21287991,0.37160462,NEGATIVE,0.04391086
Kapeweñoz Dacudao,5,coffee,My first coffee in Davao!,Product Quality,,False,0.42644534,0.1910227,0.38253197,NEGATIVE,0.043913364
HYGGE COFFEE 2,1,coffee,Then the worst part is that they ran out of wifi vouchers so we couldn't connect to their wifi so we just ate there and left.,Facilities and Amenities,,False,0.4140007,0.2159137,0.3700856,NEGATIVE,0.043915093
BRGR Alley Café,5,coffee,The food was good and also the service is good must go back again and highly reco for those ppl wala pa naka try.,Product Quality,,False,0.42621672,0.19149445,0.38228884,NEGATIVE,0.04392788
Lara Mia Café & Bistro,3,coffee,Food I would say is pretty expensive for its taste.,Product Quality,,False,0.41928402,0.20536487,0.37535113,NEGATIVE,0.043932885
MYLK Cafe,4,matcha,Staff is also nice and helpful :),Customer Service,,False,0.42672393,0.19048682,0.38278928,NEGATIVE,0.043934643
Haron's Cafe,5,coffee,"You need to go there to open the menu  rolling_on_the_floor_laughing  But swear, their Shrimp and Chicken Dishes are faves and must try .",Store Operations and Accessibility,,False,0.41432518,0.21529004,0.37038475,NEGATIVE,0.043940425
Lara Mia Café & Bistro,3,coffee,Food I would say is pretty expensive for its taste.,Price and Value,,False,0.41893962,0.206064,0.3749964,NEGATIVE,0.043943226
Space-Arabica,4,coffee,"The atmosphere was more like a coworking space with students everywhere, but the drinks were good.",Ambiance and Atmosphere,,False,0.43819302,0.16756491,0.39424208,NEGATIVE,0.043950945
BRGR Alley Café,5,coffee,Good Food Great Customer Service Mosquitos pero they give off lotion so its fine.,Product Quality,,False,0.42324805,0.19745687,0.37929508,NEGATIVE,0.04395297
Daily Brew,1,coffee,"Sakit sa likod ilang mga bangko, not for long hours.",Facilities and Amenities,,True,0.42200717,0.19993874,0.37805405,NEGATIVE,0.04395312
Sprouts bloom cafe,4,coffee,Nice place to eat and rest for a while...food is good and priced reasonably.,Product Quality,,False,0.42791778,0.18811895,0.38396326,NEGATIVE,0.04395452
"The Coffee Bar, Gaisano Mall of Toril",1,coffee,"So if you're looking for a good and peaceful coffee break, do not go here!!",Product Quality,,False,0.42349836,0.19697244,0.37952924,NEGATIVE,0.043969125
The Matcha Tokyo - Azuela High Street,3,matcha,Taste-wise?,Product Quality,,False,0.4297543,0.18446651,0.3857792,NEGATIVE,0.043975085
Dopio Café,2,coffee,"Oh, the music just started; I definitely preferred the quiet to this, but at least it's not blaring and distorted.",Ambiance and Atmosphere,,False,0.42244098,0.19909903,0.37846,NEGATIVE,0.043980986
Dunkin' - Bago Aplaya,4,coffee,For quick donut and coffee fix.,Product Quality,,False,0.42307946,0.19782713,0.37909338,NEGATIVE,0.043986082
Café Prelaya by The Joaquins’ Cheesecakes,5,coffee,"Staff are warm and attentive, which makes the experience even better.",Customer Service,,False,0.440371,0.16325118,0.3963778,NEGATIVE,0.043993205
The Coffee Lounge,3,coffee,Portion: 3/5 - small serving for its price.,Price and Value,,False,0.42413914,0.19571601,0.38014483,NEGATIVE,0.043994308
roast. coffee,5,coffee,I also ordered their cheese sandwich which was also worth it for its price.,Price and Value,,False,0.41965765,0.20468225,0.37566012,NEGATIVE,0.043997526
Annipie Airport View,4,coffee,"Polite staff, good ambiance, enough parking slots, nice place to have a meeting with clients or with a few coworkers.",Customer Service,,False,0.43725628,0.16949974,0.3932439,NEGATIVE,0.044012368
MANU Coffee,4,coffee,"I came early, so the café was quiet and peaceful, which made the experience even more enjoyable.",Ambiance and Atmosphere,,False,0.4473749,0.14926921,0.40335587,NEGATIVE,0.044019043
Starbucks,4,coffee,Nice coffee break,Product Quality,,False,0.422733,0.19855715,0.37870985,NEGATIVE,0.044023156
STASH Coffee Co.,5,coffee,"Cool, and quiet place, nice ambiance, I enjoyed my coffee... winking_face",Product Quality,,False,0.44249156,0.15904997,0.3984585,NEGATIVE,0.04403305
Mori & Mill,5,coffee,"The combination of great food, excellent service, and a wonderful atmosphere made the experience even more memorable.",Customer Service,,False,0.4392099,0.16562884,0.39516127,NEGATIVE,0.044048637
Starbucks - SM City Davao,4,coffee,Good coffee but it's always crowded everytime I go.,Ambiance and Atmosphere,,False,0.4278776,0.18830228,0.38382012,NEGATIVE,0.04405749
Coffee Project Mintal,1,coffee,Expensive but the food is tasteless,Price and Value,,False,0.41911134,0.20583494,0.37505376,NEGATIVE,0.044057578
Café Prelaya by The Joaquins’ Cheesecakes,5,coffee,But do note that the indoor seating is quite cramped...only two tables that are pretty close together.,Store Operations and Accessibility,,False,0.41930345,0.20546283,0.37523368,NEGATIVE,0.044069767
Coffeecat,5,coffee,"The place is so cozy and spacious, the staff are also nice.",Customer Service,,False,0.442638,0.15880854,0.3985535,NEGATIVE,0.04408452
Lanang Matcha House,2,matcha,Way pulos ang kape nila for that expensive price.,Price and Value,,True,0.41810927,0.20786715,0.37402365,NEGATIVE,0.04408562
BRGR Alley Café,5,coffee,Good food as always and very friendly staffs!,Product Quality,,False,0.44229615,0.15949562,0.3982082,NEGATIVE,0.044087946
"The Coffee Bar, Gaisano Mall of Toril",1,coffee,Service and food is not good,Customer Service,,False,0.42182866,0.2004348,0.3777365,NEGATIVE,0.04409215
Whisk Davao Matcha,5,matcha,Love the ambiance and their staff here.,Customer Service,,False,0.4313867,0.18132293,0.38729033,NEGATIVE,0.04409638
Thirty Third Café,5,coffee,"I also liked the matcha, the place is cute, clean and the staff are friendly.",Product Quality,,False,0.44080716,0.16248478,0.39670798,NEGATIVE,0.044099182
Mori & Mill,1,coffee,"When we were finally about to sit, one of the staff (the guy assigned to desserts on duty July 1 around 7-10pm) STOPPED US AND SAID IT WAS RESERVED FOR SOMEONE ELSE, HUH?!",Customer Service,,False,0.41733176,0.20945287,0.37321538,NEGATIVE,0.044116378
Coffee Project Mintal,5,coffee,"The food and drinks are fine, just like most cafes.",Product Quality,,False,0.43497014,0.17417993,0.3908499,NEGATIVE,0.044120252
Coffee Project Mintal,1,coffee,"expectation vs. reality is bad on the menu, you can see big cubes of beef in the pic but the serving is ground  zany_face  doesn't taste good and small servings for such an expensive price.",Product Quality,,False,0.4140573,0.21600991,0.3699328,NEGATIVE,0.044124514
Haron's Cafe,1,coffee,WIFI is weak and poor customer service,Customer Service,,False,0.41926903,0.20558748,0.3751435,NEGATIVE,0.044125527
Starbucks,5,coffee,The product and service is always at par with my expectations.,Customer Service,,False,0.42895898,0.18620773,0.38483325,NEGATIVE,0.044125736
WORK CO COWORKING MATINA BRANCH,5,coffee,"Not only is she fast and precise with her work, but she is also incredibly friendly and approachable.",Customer Service,,False,0.42520997,0.19370805,0.38108197,NEGATIVE,0.044128
Thirty Third Café,5,coffee,"The food is consistently good, the drinks never disappoints, and the atmosphere has that easy, unpretentious charm that makes you want to stay a little longer.",Product Quality,,False,0.4303924,0.1833465,0.38626105,NEGATIVE,0.04413137
Solace - Coffee Club,3,coffee,"The coffee I ordered is good, not bad but not that exemplary.",Product Quality,,False,0.4281564,0.18782,0.38402358,NEGATIVE,0.04413283
Coffee-Fied Cafe,4,coffee,Staff very accommodating and informative,Customer Service,,False,0.42640954,0.19131786,0.38227266,NEGATIVE,0.04413688
Whisk Davao Matcha,5,matcha,The staff are super friendly and make every visit feel welcoming.,Customer Service,,False,0.43670866,0.17073552,0.3925559,NEGATIVE,0.044152766
STASH Coffee Co.,5,coffee,They know coffee!,Product Quality,,False,0.4254022,0.19335113,0.3812466,NEGATIVE,0.044155598
Aloha Kakou Neighborhood Cafe,5,coffee,Few tables lang may plug so agahan if bet magwork.,Facilities and Amenities,,False,0.41988632,0.20439337,0.37572032,NEGATIVE,0.044166
STASH Coffee Co.,5,coffee,And a great value.,Price and Value,,False,0.42892244,0.18632889,0.38474867,NEGATIVE,0.044173777
Indahouse Cafe,5,coffee,"I saw a comment that the Matcha can be expensive and yes, it is.",Price and Value,,False,0.41930422,0.20557724,0.37511852,NEGATIVE,0.044185698
JH Garden Cafe and Restaurant Matina,4,coffee,"The foods are great, taste good and it's worth your money.",Product Quality,,False,0.4314024,0.18139873,0.38719887,NEGATIVE,0.04420352
Starbucks,4,coffee,Great and professional atmosphere but I always wanted a wifi so I don't usually go there if I need one.,Facilities and Amenities,,False,0.42139477,0.20145601,0.37714922,NEGATIVE,0.04424554
The Crazy Bite Co. Sky Cafe,5,coffee,The staff will greet you in chorus upon entry and leaving.,Customer Service,,False,0.42763278,0.1890013,0.38336587,NEGATIVE,0.04426691
Kafih - Davao,5,coffee,Free Wifi and the food was awesome!,Facilities and Amenities,,False,0.4305322,0.18320447,0.38626334,NEGATIVE,0.044268847
Paramount Coffee Crocodile Park Davao,5,coffee,Loved their cake too!,Product Quality,,False,0.42778322,0.18872862,0.38348818,NEGATIVE,0.044295043
ROOFTOP Café Bar,5,coffee,I arrived in Davao just past midnight and was craving coffee or matcha.,Product Quality,,False,0.4191119,0.20607138,0.37481666,NEGATIVE,0.04429525
Haron's Cafe,4,coffee,It's a halal restaurant offering delicious food choices.,Product Quality,,False,0.42784953,0.18859854,0.3835519,NEGATIVE,0.044297636
Roxas Beans,1,coffee,"Dili worth it, I'd rather buy coffee somewhere else.",Price and Value,,True,0.4145385,0.21522267,0.37023878,NEGATIVE,0.04429972
Café de Vivré,5,coffee,staff is friendly,Customer Service,,False,0.42602095,0.19227289,0.3817062,NEGATIVE,0.044314742
Sipscape Cafe,5,coffee,"Just tried out this new coffee shop, and I'm already a fan!",Product Quality,,False,0.42837083,0.1875823,0.3840469,NEGATIVE,0.04432392
Wild Zebra Coffee,5,coffee,"They have a wide array of drinks, each done with the best of care.",Product Quality,,False,0.42511186,0.19410293,0.3807852,NEGATIVE,0.044326663
Craft Coffee & Roastery,5,coffee,They're all worth the price.,Price and Value,,False,0.421856,0.20061922,0.37752473,NEGATIVE,0.044331253
Seattle's Best Coffee,3,coffee,"Has only 1 cashier resulting in a very long queue and long waiting for order(s) Lots of space, cold aircon, and clean comfort rooms.",Customer Service,,False,0.42245594,0.19943312,0.378111,NEGATIVE,0.04434493
Cafe Basilico,5,coffee,Parking lot are plenty.,Store Operations and Accessibility,,False,0.42798278,0.18839523,0.38362202,NEGATIVE,0.044360757
Cafe Demitasse,5,coffee,The price was very good for such a high quality cafe.,Price and Value,,False,0.43308622,0.17819017,0.38872364,NEGATIVE,0.044362575
T'Brews Cafe,5,coffee,Their Spanish latte never disappoints!,Product Quality,,False,0.42937893,0.18561763,0.38500336,NEGATIVE,0.04437557
Habitat Coffee - Tulip Branch,2,coffee,I can't justify the taste and size for the price.,Price and Value,,False,0.4159371,0.21250649,0.37155637,NEGATIVE,0.044380724
Coffee By The Way,5,coffee,"They serve delicious and with a latte art coffee, by the way.",Product Quality,,False,0.42675105,0.19088578,0.38236317,NEGATIVE,0.044387877
Kopi lah Roti,5,coffee,Nothing can beat this coffee.,Product Quality,,False,0.4266769,0.19105415,0.38226888,NEGATIVE,0.044408023
Kapeweñoz V. Mapa,3,coffee,I know it was expensive due to inflation but I wish their coffee was at least the same before up until now.,Product Quality,,False,0.4173429,0.20972244,0.37293467,NEGATIVE,0.044408232
Coffee For Peace at One Oasis,5,coffee,Superb food and drinks!,Product Quality,,False,0.43159693,0.18122472,0.3871783,NEGATIVE,0.044418633
"KAOS CAFE - 24 Hours, Jacinto St.",2,coffee,"Matcha:  star  star  Hojika:  star  star  Katsudon:  star  star  (too much oil) Boneless Bangus: (no star for me) To be fair, this was my first time visiting and ordering from Kaos Cafe.",Product Quality,,False,0.4228156,0.19878882,0.3783956,NEGATIVE,0.044420004
Evermore Cafe Davao,5,coffee,"they have free wifi (i think it's unlimited), plenty of sockets, and a parking lot.",Store Operations and Accessibility,,False,0.42302728,0.19838355,0.3785892,NEGATIVE,0.044438064
Don Macchiatos Mintal,2,coffee,"Maybe my voice was quiet, and she didn't hear me well enough to respond.",Ambiance and Atmosphere,,False,0.42314288,0.1981731,0.37868398,NEGATIVE,0.044458896
Purge Coffee Roaster,4,coffee,I recommend their coffee!,Product Quality,,False,0.4330747,0.17831036,0.38861486,NEGATIVE,0.04445985
Purge Coffee Roaster,5,coffee,However not all tables have sockets.,Facilities and Amenities,,False,0.42249364,0.19947344,0.37803292,NEGATIVE,0.044460714
Steep Kohi,5,coffee,Best matcha in town!,Product Quality,,False,0.42747474,0.18951267,0.3830126,NEGATIVE,0.044462144
Starbucks - Abreeza Mall,3,coffee,It was pretty crowded when I got there but the outside seats are available.,Ambiance and Atmosphere,,False,0.42799535,0.1884727,0.3835319,NEGATIVE,0.044463456
Happy Valley Cafe Davao,5,coffee,Had my dose of Iced Spanish Latte at Happy Valley Cafe.,Product Quality,,False,0.4221114,0.2002705,0.37761804,NEGATIVE,0.044493347
Starbucks - SM City Davao,5,coffee,The staff are attentive and friendly especially their bus boy who immediately cleaned our table when we were about to sit down.,Customer Service,,False,0.42399144,0.19652711,0.37948143,NEGATIVE,0.044510007
Steep Kohi,4,coffee,"But hey, yummy drinks worth the trip and a repeat.",Product Quality,,False,0.4264927,0.19154131,0.38196597,NEGATIVE,0.044526726
444 Coffee,5,coffee,Their matcha is accommodating and delicious!,Customer Service,,False,0.42877886,0.18697236,0.38424882,NEGATIVE,0.044530034
Koffiepauze,4,matcha,Downside is I think they don't have an exhaust because you leave smelling like food after spending time here.,Product Quality,,False,0.41920266,0.20612599,0.37467137,NEGATIVE,0.044531286
Hid'n Coffee,5,coffee,Really good coffee!,Product Quality,,False,0.43380442,0.1769316,0.38926405,NEGATIVE,0.044540375
Daleachious Cafe - Ecoland Branch,4,coffee,I did not like the atmosphere during my visit because of loud customers.,Ambiance and Atmosphere,,False,0.43087736,0.182799,0.3863237,NEGATIVE,0.044553667
The Limestone Brew,5,coffee,"Perfect atmosphere, amazing vibes, super friendly staffs, good food…and I would like to recommend everyone ti visit and try their banana matcha (for matcha livers) and tiramisu latte",Customer Service,,False,0.42910475,0.18634501,0.38455024,NEGATIVE,0.0445545
Green Bread - Matina,3,coffee,Hopefully they can improve the quality and quantity since the price was not cheap.,Price and Value,,False,0.4181336,0.20828936,0.37357697,NEGATIVE,0.044556618
Annipie Roxas,1,coffee,"If I'm going to compare it to coffee project, it's so far away.",Product Quality,,False,0.4155952,0.21336631,0.37103853,NEGATIVE,0.044556677
The Limestone Brew,5,coffee,The staff coffee and dessert was very good.,Customer Service,,False,0.43541545,0.17373532,0.39084923,NEGATIVE,0.044566214
STASH Coffee Co.,5,coffee,"That said, I love its location in a commercial building, which offers plenty of parking space, a huge plus in this area.",Facilities and Amenities,,False,0.4396297,0.16531396,0.39505628,NEGATIVE,0.044573426
Lara Mia Café & Bistro,5,coffee,Great Food,Product Quality,,False,0.4228898,0.19880338,0.3783068,NEGATIVE,0.044582993
Mug & Bean,1,coffee,No sockets on most tables. Dili pwede mag work.,Facilities and Amenities,,True,0.42010581,0.20437206,0.37552217,NEGATIVE,0.04458365
T'Brews Cafe,5,coffee,Quality coffee right here!,Product Quality,,False,0.43244082,0.17970464,0.38785458,NEGATIVE,0.04458624
MYLK Cafe,5,matcha,"Server here was really kind, its our 2nd visit and service remains amazing",Customer Service,,False,0.43005317,0.18448238,0.3854644,NEGATIVE,0.044588774
Coffee Project Mintal,1,coffee,Expensive but the food is tasteless,Product Quality,,False,0.42016745,0.20425452,0.37557802,NEGATIVE,0.04458943
Yukiss Cafe and KTV,1,coffee,"Less than two drinks in—not even halfway through our beverages—they immediately demanded payment because they needed to do a ""cash count.""",Product Quality,,False,0.4168452,0.21091479,0.37224004,NEGATIVE,0.044605166
Annipie @ The Farm,5,coffee,Priority booking for dine in but also caters walk in for open cottages/tables.,Facilities and Amenities,,False,0.42279685,0.19901918,0.37818405,NEGATIVE,0.044612795
MYLK Cafe,5,matcha,Ordered Spanish Latte!,Product Quality,,False,0.42373547,0.19715513,0.37910944,NEGATIVE,0.044626027
Green Coffee - Diversion,4,coffee,I just stuck with my default order of cafe latte.,Product Quality,,False,0.41943794,0.20575629,0.37480578,NEGATIVE,0.044632167
Floury Cafe,4,matcha,"Not really quite ""budget friendly"" café but you pay for what you get.",Customer Service,,False,0.4238398,0.19696899,0.3791912,NEGATIVE,0.044648618
JAS Caffeinated,4,coffee,Once I placed the order she was friendly and prompt.,Customer Service,,False,0.42867866,0.18729368,0.38402766,NEGATIVE,0.044651
Starbucks - SM City Davao,3,coffee,Cannot order brewed coffee several months now.,Product Quality,,False,0.42202923,0.20060693,0.3773639,NEGATIVE,0.044665337
Foliage Café,4,coffee,Tam-is but my type of sweet.,Product Quality,,False,0.42436504,0.19593729,0.37969765,NEGATIVE,0.044667393
Craft Coffee & Roastery,5,coffee,I would recommend you to try this coffee shop.,Product Quality,,False,0.42760068,0.18946853,0.38293076,NEGATIVE,0.044669926
Koffiepauze,5,matcha,"Cozy ambiance, great food as well and price is reasonable, There is parking available but shared with other establishments.",Ambiance and Atmosphere,,False,0.44036713,0.16394788,0.395685,NEGATIVE,0.044682145
The Beehive Cafe Davao,1,coffee,"this is an honest review from me i really like the service, the staff were very accommodating but the food took too long to be served and the ambiance of the cafe was simple and quite, but but the food that we ordered was not good.",Product Quality,,False,0.42620942,0.19227454,0.38151604,NEGATIVE,0.04469338
Dakong Balay,5,coffee,The best parts are food is cheap and customer service is outstanding!,Price and Value,,False,0.4285887,0.18752575,0.38388553,NEGATIVE,0.044703156
Espresso Lab Cafe Davao,4,coffee,"Buns were cold and not toasted, patty was dry as a hockey puck and didnt taste like beef.",Product Quality,,False,0.41785222,0.20901518,0.3731326,NEGATIVE,0.044719636
Good One Cafe and Yogurt,3,coffee,Parking can be difficult.,Store Operations and Accessibility,,False,0.42358354,0.19755307,0.3788634,NEGATIVE,0.044720143
Coffee Maybe Davao,4,coffee,"The matcha with banana pudding was so good, smooth, not too sweet, and surprisingly comforting.",Product Quality,,False,0.43108442,0.18255556,0.38636008,NEGATIVE,0.044724345
Yukiss Cafe and KTV,3,coffee,"But they make up for it with their food, the ingredients are very solid and you know they are made from scratch.",Product Quality,,False,0.41965938,0.20540853,0.37493217,NEGATIVE,0.044727206
The Forum Cafe,5,coffee,"The shop has its own parking space, though it's limited.",Store Operations and Accessibility,,False,0.4276358,0.18945757,0.38290668,NEGATIVE,0.044729114
Koffiepauze,4,matcha,It is obviously a popular coffee shop.,Product Quality,,False,0.4326572,0.17941509,0.38792765,NEGATIVE,0.04472956
