place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,ground_truth,is_tie,vote_breakdown
Krispy Kreme Factory Store Davao,3,coffee,"Comfort room, always not available",Facilities and Amenities,NEGATIVE,False,,,
Starbucks,3,coffee,"This Starbucks branch is pretty much your regular Starbucks experience — familiar setup, consistent coffee, standard food options, and the usual comfortable place to sit down, meet, or get some work done.",Facilities and Amenities,POSITIVE,False,,,
Brew Stop,2,coffee,Hina ang aircon. Singot kaayo ko nag inom ug kape.,Facilities and Amenities,NEGATIVE,True,,,
ZeusX Esports and Cafe,1,coffee,I hope management can work on improving consistency in how guests are treated.,Facilities and Amenities,NEUTRAL,False,,,
Dunkin’ | Gaisano Mall of Davao,1,coffee,"Unprofessional behavior such us rude look, banging and slamming noises behind the counter - an expression of irritation, focusing on paper work instead of attending to customers.",Facilities and Amenities,NEUTRAL,False,,,
Matcha House,1,matcha,"Mabaho ang CR, amoy ihi hanggang sa counter.",Facilities and Amenities,NEGATIVE,True,,,
Green Coffee - Marfori,2,coffee,Worse Internet Connection,Facilities and Amenities,NEGATIVE,False,,,
Matcha Base,1,matcha,"Guba ang mga saksakan, sunog pa yata ang isa.",Facilities and Amenities,NEGATIVE,True,,,
The Crazy Bite Co. Sky Cafe,1,coffee,Any kind of service crew asking you to move tables in a middle of a meal should be re trained.,Facilities and Amenities,NEUTRAL,False,,,
Green Coffee - Diversion,1,coffee,Downside is the staff will purposely turn off the power in your socket while you're charging if they think you're staying long enough already.,Facilities and Amenities,NEGATIVE,False,,,
Kape Street,1,coffee,"Basa ang salog sa CR, delikado maka slide.",Facilities and Amenities,NEGATIVE,True,,,
Starbucks,3,coffee,The internet is bad,Facilities and Amenities,NEGATIVE,False,,,
Coffee at Yellow Hauz,3,coffee,"Nevertheless, theyve got super fast and unlimited internet access.",Facilities and Amenities,POSITIVE,False,,,
The Crazy Bite Co. Sky Cafe,3,coffee,"The other customers at the other tables (there were 3 other occupied tables) were not the loud, dirty-mouth types.",Facilities and Amenities,NEUTRAL,False,,,
Aloha Kakou Neighborhood Cafe,3,coffee,A new food outlet for diners across SM City Davao.,Facilities and Amenities,NEUTRAL,False,,,
The Bloom Coffee & Start-Up Space,3,coffee,Good place to study because there are many outlets and the wifi is strong.,Facilities and Amenities,POSITIVE,False,,,
JH Garden Cafe and Restaurant Matina,2,coffee,Ask the waiter for a wifi voucher which covers only 2 hours.,Facilities and Amenities,NEGATIVE,False,,,
Kotetsu by Wood and Coffee,3,coffee,"The coffee shop offers ample parking space, thanks to its location in a commercial area.",Facilities and Amenities,POSITIVE,False,,,
Koffiepauze,3,matcha,Internet access is limited with time,Facilities and Amenities,NEGATIVE,False,,,
Chatime - SM Ecoland Davao,3,coffee,"Cute Near cr and entrance/exit Wide selction of flavours Tea, fruits, coffee and chocolate flavours available",Facilities and Amenities,POSITIVE,False,,,
Green Coffee - Ecoland,2,coffee,Tables are all over the place and are not well maintained,Facilities and Amenities,NEGATIVE,False,,,
Barok Cafe & Resto,1,coffee,I only discovered the issue when I tried to transfer the connection from my phone to my laptop.,Facilities and Amenities,NEUTRAL,False,,,
Cafe Uno,2,coffee,"Super init sa second floor, di keri mag stay dugay.",Facilities and Amenities,NEGATIVE,True,,,
Krispy Kreme Doughnuts® - SM Lanang,1,coffee,"I work in the hospitality,",Facilities and Amenities,NEUTRAL,False,,,
MANU Coffee,2,coffee,Pros: Marami socket.,Facilities and Amenities,POSITIVE,False,,,
Black Scoop Cafe Matina,2,coffee,"The wifi service is intermittent, on and off, I think the staff purposely turns off the wifi to turn away customers that bought more items from the premises and there are 4 airconditioning units that's not being use, the shop was humid and hot inside",Facilities and Amenities,NEGATIVE,False,,,
Steep Kohi,2,coffee,"matcha was mid for its price, barista didn't seem welcoming",Price and Value,NEGATIVE,False,,,
The Secret Garden Cafe,3,coffee,But for its price of 180.,Price and Value,NEUTRAL,False,,,
Green Bread - Matina,3,coffee,Hopefully they can improve the quality and quantity since the price was not cheap.,Price and Value,NEGATIVE,False,,,
Lanang Matcha House,2,matcha,Pricey for a matcha place in Davao City.,Price and Value,NEGATIVE,True,,,
Matcha Matina,1,matcha,Grabe sad ka mahal ang matcha dre uy.,Price and Value,NEGATIVE,True,,,
Kape Obrero,2,coffee,"You pay more for the aesthetic, dili worth it ang drinks.",Price and Value,NEGATIVE,True,,,
Barok Cafe and Resto,2,coffee,"At the end of the day, no matter how expensive a product is, customers are willing to pay if it's worth it.",Price and Value,NEGATIVE,False,,,
The Matcha Tokyo - Azuela High Street,3,matcha,Only problem I had was the outrageous price for just a decent-regular cup of matcha.,Price and Value,NEGATIVE,False,,,
Daleachious Cafe - Ecoland Branch,3,coffee,"food is mid for the price, burger patty looked raw had to re-heat it at home.",Price and Value,NEGATIVE,False,,,
Café Joa,3,coffee,Food is just expensive for its taste but not that very special.,Price and Value,NEGATIVE,False,,,
Lanang Matcha House,1,matcha,Mahal kaayo ang matcha nila compared sa uban.,Price and Value,NEGATIVE,True,,,
Cafe Agdao,2,coffee,Di worth it ang price sa quality sa food.,Price and Value,NEGATIVE,True,,,
Cafe Julieta,1,coffee,Ordered breakfast of Beef Tapa full of hard chewing tendons and so expensive about 380 pesos or less.,Price and Value,NEGATIVE,False,,,
Ecoland Coffee Co,2,coffee,"Dili ko mu-utro ug palit, kamahal sa ilang drinks.",Price and Value,NEGATIVE,True,,,
Starbucks - SM City Davao,3,coffee,Convenient to meet but overpriced like everywhere,Price and Value,NEGATIVE,False,,,
Buhangin Brew,1,coffee,"Mahal na gani, wa pajud lami ang pagka timpla.",Price and Value,NEGATIVE,True,,,
Coffeecat,3,coffee,"My only gripe is the fact that the inside of the serving is hollow, which makes its relatively steep price even less justifiable.",Price and Value,NEGATIVE,False,,,
Torres Brews,2,coffee,Dili ko ganahan sa price kay overcharged ra kaayo.,Price and Value,NEGATIVE,True,,,
Starbucks,2,coffee,Expensive,Price and Value,NEGATIVE,False,,,
Starbucks,2,coffee,Expensive,Price and Value,NEGATIVE,False,,,
Ecoland Coffee Co,1,coffee,Mahal kaayo ang food tapos ang gamay sa portion.,Price and Value,NEGATIVE,True,,,
Cafe Agdao,1,coffee,Di sya worth it for its price point.,Price and Value,NEGATIVE,True,,,
Don Macchiatos Coffee,3,matcha,The price match the taste  winking_face  Perfect for students.,Price and Value,POSITIVE,False,,,
Buhangin Brew,2,coffee,Gamay ra ang cake slice para sa 150 pesos.,Price and Value,NEGATIVE,True,,,
Green Coffee - Marfori,1,coffee,Unlike starbucks you know the value customer's comfort.,Price and Value,NEUTRAL,False,,,
Green Coffee - Marfori,3,coffee,Their coffee is starbucks price but not starbucks taste and service.,Price and Value,NEGATIVE,False,,,
Coffee Project Mintal,1,coffee,"expectation vs. reality is bad on the menu, you can see big cubes of beef in the pic but the serving is ground  zany_face  doesn't taste good and small servings for such an expensive price.",Price and Value,NEGATIVE,False,,,
Coffee Project Mintal,1,coffee,Expensive,Price and Value,NEGATIVE,False,,,
Coffee Project Mintal,1,coffee,Expensive,Price and Value,NEGATIVE,False,,,
Kape Obrero,1,coffee,Mura mag ginto ang presyo sa ila drinks.,Price and Value,NEGATIVE,True,,,
Lanang Matcha House,2,matcha,"Ang mahal ng matcha nila, di naman authentic ang lasa.",Price and Value,NEGATIVE,True,,,
Hygge Coffee,2,coffee,My number one pain point is how expensive it is on so little that you get.,Price and Value,NEGATIVE,False,,,
The Coffee Lounge,3,coffee,Portion: 3/5 - small serving for its price.,Price and Value,NEGATIVE,False,,,
Cafe Gervacios - Pastry and Coffee in Davao City,2,coffee,"However, waiting 50 minutes for a gamy longanisa sandwich which is basically just cheap ground pork w salt and pepper is disappointing.",Price and Value,NEGATIVE,False,,,
Daleachious Cafe - Ecoland Branch,2,coffee,patronizing this cafe is basically just begging to be robbed; there's simply no way to justify these prices with the value of the service being provided.,Price and Value,NEGATIVE,False,,,
Kape Obrero,2,coffee,"Mahal kaayo ang drinks, di worth it for the price.",Price and Value,NEGATIVE,True,,,
Buhangin Brew,2,coffee,Di makatarungan ang kamahal sa ila food and drinks.,Price and Value,NEGATIVE,True,,,
Dunkin' Donuts,3,coffee,Affordable and yummy donuts.,Price and Value,POSITIVE,False,,,
MYLK Cafe,1,matcha,cold brew was meh... sayang pera,Price and Value,NEGATIVE,False,,,
Finca,3,coffee,Price is kind of higher than the rest of the coffee shops.,Price and Value,NEGATIVE,False,,,
Torres Brews,1,coffee,The price is not justified by the taste and size.,Price and Value,NEGATIVE,True,,,
Starbucks - SM City Davao,1,coffee,To crazy expensive,Price and Value,NEGATIVE,False,,,
Lara Mia Café & Bistro,3,coffee,thumbs_up  thumbs_up  thumbs_up  Biscuit gelato super good din  thumbs_up  thumbs_up  thumbs_up  Your price is good or fair naman but the food portion should be just right.,Price and Value,POSITIVE,False,,,
Lanang Matcha House,2,matcha,Way pulos ang kape nila for that expensive price.,Price and Value,NEGATIVE,True,,,
Lanang Matcha House,1,matcha,Di worth it i-spend akong kwarta dire.,Price and Value,NEGATIVE,True,,,
Buhangin Brew,2,coffee,"Mahal kaayo, dili ko mubalik dire na cafe.",Price and Value,NEGATIVE,True,,,
Roxas Beans,2,coffee,Sayang jud akong 250 pesos ani na drink.,Price and Value,NEGATIVE,True,,,
Green Coffee - Marfori,3,coffee,"For a coffee lover like me, the Americano is not that strong and a little bit bland which somehow is a bit surprising for its price which is a bit higher than most coffee shops around the city.",Price and Value,NEGATIVE,False,,,
Roxas Beans,1,coffee,Jusko ang mahal ng kape tapos lasang tubig.,Price and Value,NEGATIVE,True,,,
Matcha Matina,1,matcha,Mahal ilang drinks unya murag asukal ra tanan.,Price and Value,NEGATIVE,True,,,
Matcha Matina,2,matcha,The matcha is good pero the price is completely unjustified.,Price and Value,NEGATIVE,True,,,
Ecoland Coffee Co,2,coffee,"Mahal jud sya, di makatarungan for a regular iced coffee.",Price and Value,NEGATIVE,True,,,
Dear Joe Frontera,2,coffee,You are expecting a nice or slightly elevated taste because the price is expensive.,Price and Value,NEGATIVE,False,,,
Annipie - SM Lanang,1,coffee,"Just remove the per slice price, When we tried sm lanang and sm ecoland, Same.",Price and Value,NEUTRAL,False,,,
Annipie Airport View,1,coffee,I asked the waiter why was the price so high for the shots?,Price and Value,NEGATIVE,False,,,
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,good for a quick caffeine fix in a budget.,Price and Value,POSITIVE,False,,,
Dear Joe Frontera,3,coffee,The paper cup ruins the over all experience and doesn't justify the premium price that the customers payed for their tea and coffee.,Price and Value,NEGATIVE,False,,,
Torres Brews,1,coffee,Mahal ra kaayo ila menu dili match sa quality.,Price and Value,NEGATIVE,True,,,
Green Coffee - Marfori,2,coffee,It's too hot inside... Good price and Good Internet connection... No parking space nearby ...24/7,Price and Value,POSITIVE,False,,,
Roxas Beans,1,coffee,"Dili worth it, I'd rather buy coffee somewhere else.",Price and Value,NEGATIVE,True,,,
Barok Cafe & Resto,1,coffee,The burger is really expensive but the patty is like a minute burger.,Price and Value,NEGATIVE,False,,,
Starbucks - Abreeza Mall,1,coffee,It was certainly the worst C. but the most expensive,Price and Value,NEGATIVE,False,,,
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,"aesthetic stall, cheap priced coffee the coffee aint that bad for its price but dont expect super high quality tasting coffee.",Price and Value,POSITIVE,False,,,
Lara Mia Café & Bistro,3,coffee,Food I would say is pretty expensive for its taste.,Price and Value,NEGATIVE,False,,,
Torres Brews,2,coffee,"Grabe kamahal, mura tag gikuhaan og kwarta sa bulsa.",Price and Value,NEGATIVE,True,,,
Daleachious Cafe - Ecoland Branch,3,coffee,"Food is priced quite high, I think they offer the most expensive Caffe Americano in town at P165  grinning_face_with_sweat  Service is okay but I think the staff can be more sensitive with the ambience they're creating (they're playing loud music in their phones, louder than the background music of their coffee shop).",Price and Value,NEGATIVE,False,,,
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,"More sugar than matcha, but good enough for a cheap matcha fix.",Price and Value,POSITIVE,False,,,
Kape Obrero,2,coffee,Lami unta kaso murag overpriced ra jud kaayo sya.,Price and Value,NEGATIVE,True,,,
Torres Brews,1,coffee,Super pricey tapos dili sad kaayo lami ila drinks.,Price and Value,NEGATIVE,True,,,
Lanang Matcha House,2,matcha,I wouldn't pay that much for basic coffee again.,Price and Value,NEGATIVE,True,,,
Silingan Coffee,2,coffee,"Kurat ko kay naa pay extra service fee sa resibo, unya self-serve man diay gihapon ta sa counter! Scammer moves.",Price and Value,NEGATIVE,True,,,
WKND 1970,3,coffee,Good food and coffee  hot_beverage  at an mid range price,Price and Value,POSITIVE,False,,,
Ecoland Coffee Co,2,coffee,Gamay ug serving for a very expensive price tag.,Price and Value,NEGATIVE,True,,,
Space-Arabica,3,coffee,Very clean and has high-end furnishings but good value food.,Price and Value,POSITIVE,False,,,
The Crazy Bite Co. Sky Cafe,1,coffee,For the money so many other nice restraunts in Davao City will be the first and last time for us....It actually reminds me of McDonald's but with double the price.,Price and Value,NEGATIVE,False,,,
Davao Kape,2,coffee,Dili ko ganahan kay expensive ra kaayo for me.,Price and Value,NEGATIVE,True,,,
Kape Obrero,1,coffee,Gamay ug cup tapos overpriced pa jud kaayo.,Price and Value,NEGATIVE,True,,,
Starbucks - SM City Davao,1,coffee,Overall 1 star is expensive hahah,Price and Value,NEGATIVE,False,,,
Davao Kape,1,coffee,Grabe ka mahal ang drinks di man lami.,Price and Value,NEGATIVE,True,,,
Karlo's Gourmet & Coffee,1,coffee,"THE BEEF SALPICAO is expensive, but it's antigas and has no flavor.",Price and Value,NEGATIVE,False,,,
"The Coffee Bar, Gaisano Mall of Toril",1,coffee,Street vendors have betrer tasting coffee and food with a fraction of the price.,Price and Value,NEGATIVE,False,,,
Kape Obrero,1,coffee,Mahal na kaayo ilang drinks nag shrink pa ang cup.,Price and Value,NEGATIVE,True,,,
Daiko Coffee,3,coffee,Affordable rates with some meals and snack items I hope I get to try pretty soon.,Price and Value,POSITIVE,False,,,
Matcha Matina,2,matcha,I love matcha pero this one is just plain overpriced.,Price and Value,NEGATIVE,True,,,
Matcha Matina,2,matcha,Very small serving for an expensive matcha drink.,Price and Value,NEGATIVE,True,,,
Barok Cafe and Resto,3,coffee,I recently visited Barok Café and tried their Pamahaw Latte.,Product Quality,NEUTRAL,False,,,
Starbucks - Abreeza Mall,1,coffee,We waited for almost 30 minutes only to be told that we are required to make a purchase a week before the claiming of the free birthday cake slice.,Product Quality,NEUTRAL,False,,,
Humble Table,3,coffee,Respect for the food and the people who prepared it.,Product Quality,NEUTRAL,False,,,
Coffee By The Way,2,coffee,This place used to have great staffs that would cater and deliver food to your table but not anymore.,Product Quality,NEUTRAL,False,,,
Indahouse Cafe,2,coffee,"The matcha, priced at ₱250–₱295, came in a small cup that wasn't even filled to the top.",Product Quality,NEGATIVE,False,,,
Purge Coffee Roaster,1,coffee,Coffee is so so.,Product Quality,NEUTRAL,False,,,
Coffeecat,3,coffee,I stay for the space and WiFi and not really with the coffee they have.,Product Quality,NEGATIVE,False,,,
Daleachious Cafe - Ecoland Branch,2,coffee,"To make a cappucino, its simple, 1 third espresso, 1 third warm milk, 1 third foam.",Product Quality,NEGATIVE,False,,,
Green Coffee - Ecoland,1,coffee,"My wife, our three kids, and I were looking forward to enjoying a relaxing evening with some coffee.",Product Quality,NEUTRAL,False,,,
Cafe Gervacios - Pastry and Coffee in Davao City,3,coffee,We had the Himalayan cafe latte and the matcha latte.,Product Quality,NEUTRAL,False,,,
Acacia Lane Coffee Shop,3,coffee,What really stood out about this place is its unique offering – a combination of a coffee shop and a car wash.,Product Quality,NEUTRAL,False,,,
Seattle's Best Coffee,2,coffee,"The Waiting time is on Top: In a ""Coffee Shop"" i expect a fast snack.",Product Quality,NEUTRAL,False,,,
Blugré Coffee,1,coffee,"We came here craving for desserts and coffee but their cakes are old expired, so dry it crumbles apart when you touch it.",Product Quality,NEGATIVE,False,,,
Seattle's Best Coffee,1,coffee,But the wait for the order to come for three (3) drinks and a cookie took like 40 minutes give or take.,Product Quality,NEUTRAL,False,,,
Kapeweñoz V. Mapa,3,coffee,"I was craving for kapeweñoz, it's been a long time since I had a taste of it.",Product Quality,NEUTRAL,False,,,
Starbucks Damosa IT Park Drive-Thru,1,coffee,I ordered vanilla cold monkey tea with coffee jelly but there's no coffee jelly on it.,Product Quality,NEGATIVE,False,,,
Black Scoop Cafe Matina,1,coffee,Better go to other coffee shops near the area (ex: Starbucks Matina IT Park),Product Quality,NEGATIVE,False,,,
Karlo's Gourmet & Coffee,2,coffee,My cousins and I ordered their cold Coffee Durian Gelato and nachos.,Product Quality,NEUTRAL,False,,,
Kofi Gram Bangkal,3,coffee,"also, i didnt taste the coffee/espresso even though its 60/40 (if i am not mistaken, but i am sure its not 100% arabica since i asked the barista).",Product Quality,NEGATIVE,False,,,
Daleachious Cafe - Ecoland Branch,3,coffee,I would say that the coffee was under-extracted.,Product Quality,NEGATIVE,False,,,
Starbucks,1,coffee,"I specifically ordered the tortilla de patatas con chorizo from Starbucks F. Torres because it didn't contain gluten, a crucial factor for my food allergies.",Product Quality,NEUTRAL,False,,,
Coffeecat,3,coffee,"I used to have coffee here everyday, now it's twice a year.",Product Quality,NEGATIVE,False,,,
Seattle's Best Coffee,3,coffee,Coffee got served at 5:20-ish so not that long and it's fine since we're not really starving and we get that there are a not of people.,Product Quality,NEUTRAL,False,,,
"KAOS CAFE - 24 Hours, Jacinto St.",3,coffee,"When our drinks were served, the server placed them directly among the leftover food and cups from the previous party.",Product Quality,NEUTRAL,False,,,
Annipie Airport View,1,coffee,"No ice, the cake is not a whole slice.",Product Quality,NEGATIVE,False,,,
Seattle's Best Coffee,1,coffee,Turns out the coffee was ready like 5 mins after ordering and no one handed it to us.,Product Quality,NEUTRAL,False,,,
Paramount Coffee Crocodile Park Davao,2,coffee,"Food: Decent but overpriced Service: Expect to wait 90+ minutes on a Sunday Atmosphere: Sit outside adjacent to 3 carparks surrounding you and breathe in the carbon monoxide from the idle viechles as you sit wishing for your food to arrive for 90+ minutes, simply hoping it would arrive so you can get out of here already.",Product Quality,POSITIVE,False,,,
ZeusX Esports and Cafe,1,coffee,OVERPRICED COFFEE!,Product Quality,NEGATIVE,False,,,
Kotetsu by Wood and Coffee,3,coffee,"However, please be aware that most of their drinks here is a bit pricier than Starbucks or other third-wave coffee shops.",Product Quality,NEUTRAL,False,,,
Coffee at Yellow Hauz,3,coffee,"I could find similar cozy and big places of similarly priced food & beverages, but with free unlimited water and wifi.",Product Quality,NEUTRAL,False,,,
The Coffee Bar at GMall of Davao,1,coffee,"First, the cashier S****** told us that the serving time of our orders, iced matcha latte and iced caramel latte will take 1 hour and 30 mins, we were confused why but we chose to understand so we did not really mind it.",Product Quality,NEUTRAL,False,,,
Green Coffee - Ecoland,3,coffee,Drinks are what they should be.,Product Quality,NEUTRAL,False,,,
AtCurbside,1,coffee,This is the second day straight of me spilling coffee on myself cos of your cup covers.,Product Quality,NEGATIVE,False,,,
Mori & Mill,2,coffee,I think they may have put too much resource into that gimmick rather the quality of the food.,Product Quality,NEGATIVE,False,,,
Green Coffee - Diversion,1,coffee,Place was aesthetically pleasing but very limited options for food and drinks,Product Quality,NEGATIVE,False,,,
Daleachious Cafe - Ecoland Branch,3,coffee,"""Coffee was stale.""",Product Quality,NEGATIVE,False,,,
Green Coffee - Diversion,2,coffee,"You know that they're ""NASTY"" if they do this because they want you to buy more hot coffee.",Product Quality,NEGATIVE,False,,,
Starbucks,3,coffee,Coffee is great... A bit pricy nga lang...,Product Quality,POSITIVE,False,,,
Dunkin' Donuts- C. P. Garcia Highway,3,coffee,"No issues with the food...the donuts are what you'd expect from Dunkin', consistent and okay.",Product Quality,POSITIVE,False,,,
Green Coffee - Marfori,1,coffee,The baristas are throwing condiments and pitchers in front of us while making the coffee.,Product Quality,NEUTRAL,False,,,
Hygge Coffee,1,coffee,I thought there was no worse coffee besides DonMac.,Product Quality,NEGATIVE,False,,,
Barok Cafe and Resto,1,coffee,I ordered food without asking what size my matcha was?,Product Quality,NEUTRAL,False,,,
Green Coffee - Marfori,1,coffee,Why cant we customize our coffee?!,Product Quality,NEGATIVE,False,,,
Cafe Julieta,3,coffee,The ambiance is amazing but they should add more to their menu considering that they make tasty food.,Product Quality,POSITIVE,False,,,
Dopio Café,2,coffee,"BEEF RENDANG, good, and probably the best dish for my taste in Toril, at the moment.",Product Quality,POSITIVE,False,,,
Lately Coffee,3,coffee,"Great Late-Night Spot with a Cozy Vibe If you're looking for a place to grab a drink after the usual cafe hours, Lately Coffee is a solid option.",Product Quality,POSITIVE,False,,,
Solace - Coffee Club,2,coffee,"even my friends who ordered before had the same feedback, medyo way lami raw.",Product Quality,NEGATIVE,False,,,
Coffee By The Way,1,coffee,"If you're craving actual matcha, this ain't the place.",Product Quality,NEGATIVE,False,,,
Solace - Coffee Club,2,coffee,"Their matcha also tastes like malunggay, it has bitter aftertaste.",Product Quality,NEGATIVE,False,,,
The Matcha Tokyo - Azuela High Street,3,matcha,Ordered the iced matcha latte.,Product Quality,NEUTRAL,False,,,
Coffee Project Mintal,2,coffee,"Food and beverage aside, The place was clean,comfy and nice.",Product Quality,NEUTRAL,False,,,
Café Prelaya by The Joaquins’ Cheesecakes,3,coffee,Coffee was good considering its price.,Product Quality,POSITIVE,False,,,
Coffee Project Mintal,3,coffee,My iced americano taste burnt and my carbonara was mid.,Product Quality,NEGATIVE,False,,,
JAS Caffeinated,1,coffee,"Coffee thou  face_savoring_food  acidic, maybe not freshly made.",Product Quality,NEGATIVE,False,,,
Fiend Coffee Club,2,coffee,"It's not just bad taste, it's downright criminal for the environment.",Product Quality,NEGATIVE,False,,,
Habitat Coffee - Tulip Branch,2,coffee,I can't justify the taste and size for the price.,Product Quality,NEGATIVE,False,,,
AtCurbside,3,coffee,"To the coffee lovers, the coffee shop is in Marfori area.",Product Quality,NEUTRAL,False,,,
Kapenato,3,coffee,I spent most of my time when going to that building at Elixr Coffee which is now the area occupied as Kapenato's first floor.,Product Quality,NEUTRAL,False,,,
Daleachious Cafe - Ecoland Branch,1,coffee,If you want quality food and drinks that have had more than 5 seconds of thought put into it then do not come here.,Product Quality,NEGATIVE,False,,,
Seattle's Best Coffee,2,coffee,"We only had 2 drinks and a cake, does it take 30mins to prepare those?",Product Quality,NEUTRAL,False,,,
HOUR CAFÉ,3,coffee,"We would not choose the Hour Cafe for a nice dining, but for having a good coffee and/or having a fast snack little bit about local Carenderia, it is good for a stop.",Product Quality,POSITIVE,False,,,
The Bloom Coffee & Start-Up Space,1,coffee,8am and they said that their iced coffee wasnt available.,Product Quality,NEGATIVE,False,,,
Barok Cafe and Resto,1,coffee,Requested for milk on the side for my brewed as I usually do in other coffee shops.,Product Quality,NEUTRAL,False,,,
Evermore Cafe Davao,3,coffee,"Loved their matcha one day then just the next day, the exact drink tasted so different.",Product Quality,NEGATIVE,False,,,
Green Coffee - Marfori,3,coffee,Their coffee is starbucks price but not starbucks taste and service.,Product Quality,NEGATIVE,False,,,
Brew and Cinnamon Cafe,3,coffee,"A nice place where to enjoy a good coffee, chilling.",Product Quality,POSITIVE,False,,,
"KAOS CAFE - 24 Hours, Jacinto St.",2,coffee,I've been visiting this coffee shop since last year.,Product Quality,NEUTRAL,False,,,
"KAOS CAFE - 24 Hours, Jacinto St.",3,coffee,"After waiting for several minutes and finishing only half of our drinks, we decided to leave because the uncleaned table made the environment too uncomfortable to stay in.",Product Quality,NEUTRAL,False,,,
Karlo's Gourmet & Coffee,1,coffee,Food quality is poor; molds on the bread of the clubhouse sandwich.,Product Quality,NEGATIVE,False,,,
Starbucks - Matina IT Park,1,coffee,First one drinks weren't even in the order!,Product Quality,NEGATIVE,False,,,
"KAOS CAFE - 24 Hours, Jacinto St.",1,coffee,Their matcha with coconut cream tastes like grilled chicken,Product Quality,NEGATIVE,False,,,
Black Scoop Cafe Matina,2,coffee,Food and coffee is alright.,Product Quality,NEUTRAL,False,,,
The Crazy Bite Co. Sky Cafe,3,coffee,coffee is not good.,Product Quality,NEGATIVE,False,,,
Brew and Cinnamon Cafe,2,coffee,"Still welcome the idea of a second visit — hopefully, better service/staff attitude and improved food taste.",Product Quality,NEGATIVE,False,,,
HYGGE COFFEE 2,1,coffee,"Plus, some of the food was delicious at that time esp some tocino!",Product Quality,POSITIVE,False,,,
Green Coffee - Diversion,1,coffee,I ordered a regular hot matcha latte for takeout at Green Coffee on Diversion Road.,Product Quality,NEUTRAL,False,,,
Blugré Coffee,1,coffee,The heat of the coffee makes the place even hotter.,Product Quality,NEUTRAL,False,,,
Barok Cafe and Resto,1,coffee,We ordered our food at 2:29am and it was served to us exactly 3AM.,Product Quality,NEUTRAL,False,,,
Daleachious Cafe - Ecoland Branch,3,coffee,"Because you can't really fire your mother, or give her feedback about her cake without affecting your relationship.",Product Quality,NEUTRAL,False,,,
PICKUP COFFEE - Gaisano Mall of Davao,3,coffee,"aesthetic stall, cheap priced coffee the coffee aint that bad for its price but dont expect super high quality tasting coffee.",Product Quality,NEUTRAL,False,,,
Fourth Street Cafe,3,coffee,"Their matcha could use a bit of improvement, but I absolutely love their coffee and pastries.",Product Quality,POSITIVE,False,,,
Lara Mia Café & Bistro,3,coffee,Food I would say is pretty expensive for its taste.,Product Quality,NEGATIVE,False,,,
Café Joa,1,coffee,We ordered two drinks and two cakes.,Product Quality,NEUTRAL,False,,,
Roxas Ave Roastery,1,matcha,Sobra ka init sa second floor kay wala nila palihuga ang aircon didto.,Store Operations and Accessibility,NEGATIVE,True,,,
Space-Arabica,3,coffee,Go early because it's a nice spot taken by students who have been studying for a few hours.,Store Operations and Accessibility,NEUTRAL,False,,,
Sagrada Coffee Nook,1,matcha,"Grabe ka layo ang CR gikan sa seating area, kinahanglan mo gawas pa sa building.",Store Operations and Accessibility,NEGATIVE,True,,,
Green Leaf Matcha Bar,1,matcha,Naay sign nga wheelchair accessible pero naay steep steps padulong sa entrance.,Store Operations and Accessibility,NEGATIVE,True,,,
Green Leaf Matcha Bar,1,coffee and matcha,"Grabe ka sikip ang aisle, dili gani makalabang ang waiter dala ang tray.",Store Operations and Accessibility,NEGATIVE,True,,,
Green Coffee - Marfori,2,coffee,"Ambience, the cafe's long hours, and friendly staff are its only redeeming qualities.",Store Operations and Accessibility,POSITIVE,False,,,
Brew & Bites Davao,1,coffee and matcha,"Naay sign nga open daily pero close man diay sila every other Tuesday, wala clear.",Store Operations and Accessibility,NEGATIVE,True,,,
Barok Cafe and Resto,1,coffee,"Overall, the experience did not meet my expectations, and I hope the management improves both their customer service and parking arrangements.",Store Operations and Accessibility,NEGATIVE,False,,,
Barako Corner Cafe,1,coffee,"Naay isa lang ka table para sa outdoor, so kapoy ka naghulat og maayo nga slot.",Store Operations and Accessibility,NEGATIVE,True,,,
Green Coffee - Diversion,3,coffee,Their location is a disadvantage for those who don't have car.,Store Operations and Accessibility,NEGATIVE,False,,,
Cafe Durian House,1,coffee and matcha,Naay sign nga bukas 24 hours pero pag alas 2am sarado na diay ang doors.,Store Operations and Accessibility,NEGATIVE,True,,,
Seattle's Best Coffee,1,coffee,A concerning incident involving a staff member's unfamiliarity with the location of the microwave raised questions about operational efficiency.,Store Operations and Accessibility,NEGATIVE,False,,,
Obrero Brew Bar,2,coffee,Naay renovation sila pero wala nag inform sa mga customer nga naka book na.,Store Operations and Accessibility,NEGATIVE,True,,,
Matcha Milk Bar,1,coffee and matcha,"Walay bisan unsang aircon nga gana, sobra ka init sulod bisan naay AC unit.",Store Operations and Accessibility,NEGATIVE,True,,,
Koffiepauze,3,matcha,Change your sign or open on time just dont do this and make ppl wait,Store Operations and Accessibility,NEGATIVE,False,,,
Seattle's Best Coffee,1,coffee,I understand the long queue at the counter considering new stores usually attract more traffic.,Store Operations and Accessibility,NEUTRAL,False,,,
