place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic,prob_negative,prob_neutral,prob_positive,predicted_label,margin
The Matcha Tokyo - Azuela High Street,4,matcha,"If you are looking for a spacious and aesthetic spot to get your matcha fix, THE MATCHA TOKYO is definitely worth a visit.",Ambiance and Atmosphere,,False,0.39174962,0.21619663,0.39205384,POSITIVE,0.0003042221
Cafe Demitasse,5,coffee,And even the ambiance feels great!,Ambiance and Atmosphere,,False,0.39734674,0.20500019,0.39765304,POSITIVE,0.00030630827
Kingdom Cafe & Bistro,5,coffee,"From the moment you step into Kingdom Cafe and Bistro, you'll be greeted with a warm and inviting atmosphere.",Ambiance and Atmosphere,,False,0.39291006,0.2144868,0.39260307,NEGATIVE,0.00030699372
olo. Coffee And Concepts,5,coffee,Chill place and good coffee,Ambiance and Atmosphere,,False,0.38985613,0.2199667,0.3901771,POSITIVE,0.000320971
Coffee For Peace at One Oasis,5,coffee,Best coffee and nice ambiance!,Ambiance and Atmosphere,,False,0.4011375,0.19804892,0.40081364,NEGATIVE,0.00032386184
Barok Cafe and Resto,4,coffee,"The place is very pleasing and has a nice, cozy atmosphere.",Ambiance and Atmosphere,,False,0.4037681,0.1921361,0.40409586,POSITIVE,0.00032776594
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"We all enjoyed the food, service as well as the ambiance!",Ambiance and Atmosphere,,False,0.40085554,0.19796073,0.40118372,POSITIVE,0.00032818317
Café Prelaya by The Joaquins’ Cheesecakes,4,coffee,The best thing about Cafe Prelaya is its cozy vibe.,Ambiance and Atmosphere,,False,0.39203453,0.2162607,0.3917048,NEGATIVE,0.0003297329
Good One Cafe and Yogurt,3,coffee,"Nice area, very aesthetic.",Ambiance and Atmosphere,,False,0.42420393,0.15192303,0.42387304,NEGATIVE,0.0003308952
Four Season Cafe,5,coffee,The ambiance is relaxing too.,Ambiance and Atmosphere,,False,0.3977263,0.20421162,0.39806208,POSITIVE,0.00033578277
PICKUP COFFEE - Oroderm City,5,coffee,"There's something special about this coffee shop the cozy atmosphere, the aroma of freshly brewed coffee, and the warmth it brings.",Product Quality,,False,0.38877183,0.22210518,0.38912293,POSITIVE,0.00035110116
The Matcha Tokyo - SM Davao,5,matcha,Its giving aesthetic  sparkles  pinched_fingers_light_skin_tone,Ambiance and Atmosphere,,False,0.38763162,0.22438222,0.38798615,POSITIVE,0.00035452843
444 Coffee,5,coffee,loved the smooth spanish latte and the unique blueberry cinnamon.,Product Quality,,False,0.38399103,0.23237379,0.3836352,NEGATIVE,0.00035583973
Wood and Coffee Davao,5,coffee,Wood and Coffee is a charming café known for its cozy ambiance and excellent brews.,Product Quality,,False,0.38827497,0.22380897,0.38791606,NEGATIVE,0.00035890937
Brewed Obrero,2,coffee,Puro aesthetic pero fail sa comfort and temperature.,Ambiance and Atmosphere,,True,0.38846612,0.22343186,0.38810202,NEGATIVE,0.00036409497
Coffee at Yellow Hauz,4,coffee,Original brewed coffee and Great coffee place,Product Quality,,False,0.38617367,0.22728626,0.38654009,POSITIVE,0.00036641955
Daleachious Cafe - Ecoland Branch,5,coffee,"love the place, ambiance and the service.",Ambiance and Atmosphere,,False,0.39806786,0.20423706,0.39769515,NEGATIVE,0.00037270784
Steep Coffee,5,coffee,I love it coffee so creamy and delecios,Product Quality,,False,0.38710532,0.22616403,0.3867306,NEGATIVE,0.0003747046
Humble Table,5,coffee,The welcoming ambiance made the whole experience even better.,Ambiance and Atmosphere,,False,0.39423868,0.21113801,0.39462334,POSITIVE,0.00038465858
ROOFTOP Café Bar,5,coffee,good ambiance despite the rain,Ambiance and Atmosphere,,False,0.39043763,0.21873836,0.39082402,POSITIVE,0.0003863871
Space-Arabica,5,coffee,The interior has a very relaxing ambience with a soothing ballad music that goes with it.,Ambiance and Atmosphere,,False,0.38857716,0.22245233,0.3889705,POSITIVE,0.00039333105
BRGR Alley Café,5,coffee,"friendly staff, delicous food, aesthetic vibes red_heart",Ambiance and Atmosphere,,False,0.39627838,0.2070476,0.396674,POSITIVE,0.00039562583
Indahouse Cafe,5,coffee,"Super chill atmosphere.""",Ambiance and Atmosphere,,False,0.39100736,0.21839641,0.3905962,NEGATIVE,0.00041115284
Bashh,5,coffee,"Good Ambiance, Very Affordable Delicious Menus and Very Friendly Business,.",Ambiance and Atmosphere,,False,0.3943786,0.21166448,0.3939569,NEGATIVE,0.00042170286
Kove,3,coffee,"The place is nice and has a relaxing, nature-inspired vibe, just as you'd expect.",Ambiance and Atmosphere,,False,0.40155286,0.19647177,0.40197542,POSITIVE,0.00042256713
BRGR Alley Café,5,coffee,I like the ambiance  winking_face,Ambiance and Atmosphere,,False,0.3894258,0.22070836,0.38986585,POSITIVE,0.0004400313
Seattle's Best Coffee,5,coffee,Always love the ambiance at the second floor.,Ambiance and Atmosphere,,False,0.3924659,0.21460618,0.3929279,POSITIVE,0.0004620254
Brew Lane Café,4,coffee,A coffee shop in the downtown area offered a truly welcoming and comfortable atmosphere.,Ambiance and Atmosphere,,False,0.3931141,0.21330655,0.39357936,POSITIVE,0.00046527386
Aloha Kakou Neighborhood Cafe,5,coffee,"Nice ambiance with very aesthetic, Instagrammable vibes.",Ambiance and Atmosphere,,False,0.39911768,0.20129386,0.39958853,POSITIVE,0.0004708469
Aloha Kakou Neighborhood Cafe,5,coffee,Loved the ambiance of the place.,Ambiance and Atmosphere,,False,0.3982217,0.2040294,0.3977489,NEGATIVE,0.00047281384
Solace - Coffee Club,5,coffee,"Love the ambiance, coffee, and food.",Ambiance and Atmosphere,,False,0.4012254,0.19707516,0.40169945,POSITIVE,0.00047406554
Glasshouse Coffee,5,coffee,"If you love coffee, cake and ambiance all in one this is the place to go best in the world so far!!!",Product Quality,,False,0.38637736,0.22773284,0.38588977,NEGATIVE,0.0004875958
Habitat Coffee - Tionko Branch,5,coffee,One of the best coffee shops for photoshoots or tambay!,Ambiance and Atmosphere,,False,0.389892,0.22070394,0.38940397,NEGATIVE,0.00048804283
The Yolk Society,5,coffee,the sweet taste of matcha blends perfectly with berry's sourness.,Product Quality,,False,0.38373798,0.23203585,0.38422614,POSITIVE,0.00048816204
Palps Cafe,5,coffee,Love the atmosphere of this place!,Ambiance and Atmosphere,,False,0.3954024,0.20869915,0.39589843,POSITIVE,0.00049602985
Brew Lane Café,3,coffee,What I really love about this place is the relaxed atmosphere.,Ambiance and Atmosphere,,False,0.39521533,0.21006668,0.39471805,NEGATIVE,0.00049728155
Karlo's Gourmet & Coffee,5,coffee,Karlos Gourmet & Coffee has a cozy vibe and unique menu selections.,Ambiance and Atmosphere,,False,0.39044738,0.21860163,0.39095095,POSITIVE,0.00050356984
Kotetsu by Wood and Coffee,5,coffee,"I love Kotetsu's aesthetic and concrete design look; it feels warm and not crowded, especially at night!",Ambiance and Atmosphere,,False,0.39549318,0.2095212,0.3949856,NEGATIVE,0.00050759315
Daiko Coffee,5,coffee,"The atmosphere is cozy and homey, perfect for focusing and staying productive.",Ambiance and Atmosphere,,False,0.3951557,0.2091702,0.39567414,POSITIVE,0.0005184412
"What If, Kape?",5,coffee,Looking for good coffee + Cozy vibe?,Ambiance and Atmosphere,,False,0.3916006,0.2173195,0.39107996,NEGATIVE,0.0005206466
JH Garden Cafe and Restaurant Matina,5,coffee,"I like the ambiance here, it so peaceful perfect for spending time with your loved ones.",Ambiance and Atmosphere,,False,0.40011135,0.19924958,0.40063906,POSITIVE,0.0005277097
Starbucks - GMall of Davao,5,coffee,"The coffee is perfectly brewed with rich flavor and aroma, and every cup feels crafted with care.",Product Quality,,False,0.3926408,0.21525154,0.3921077,NEGATIVE,0.00053310394
Better Beans Co. - Coffee Roaster (New Location),5,coffee,"They take the time to assist customers and share their knowledge about coffee, creating a welcoming and relaxing atmosphere.",Ambiance and Atmosphere,,False,0.3907122,0.21911073,0.39017707,NEGATIVE,0.0005351305
The Yolk Society,5,coffee,The atmosphere is great,Ambiance and Atmosphere,,False,0.38937196,0.22071885,0.38990918,POSITIVE,0.00053721666
Café de Vivré,5,coffee,The atmosphere was so relaxing.,Ambiance and Atmosphere,,False,0.40235078,0.19583757,0.40181166,NEGATIVE,0.000539124
Aloha Kakou Neighborhood Cafe,4,coffee,Experience a tropical vibe cafe where taste and tranquility meet!,Product Quality,,False,0.39313528,0.21318437,0.39368033,POSITIVE,0.0005450547
Coffeefolks Cafe,4,coffee,The cozy ambiance of the shop invites you to relax and savor your coffee.,Ambiance and Atmosphere,,False,0.39041647,0.2186148,0.39096874,POSITIVE,0.00055226684
Wood and Coffee Davao,5,coffee,I highly recommend to visit here and have your simple secret santa with friends if you like the cozy and chill vibe  sparkles,Ambiance and Atmosphere,,False,0.38449195,0.23046347,0.38504457,POSITIVE,0.00055262446
Hills and Valleys Coffee - Buhangin Davao,5,coffee,Atmosphere that keep you in,Ambiance and Atmosphere,,False,0.38623416,0.22808638,0.3856795,NEGATIVE,0.000554651
Matcha Ureshi Bar,5,matcha,Very aesthetic and taste so good smiling_face_with_hearts,Ambiance and Atmosphere,,False,0.38735193,0.22586459,0.38678354,NEGATIVE,0.0005683899
Coffee Project Mintal,4,coffee,The ambiance and the place is great for hanging out.,Ambiance and Atmosphere,,False,0.39791745,0.20359096,0.3984916,POSITIVE,0.00057414174
Verdeli Garden & Cafe,5,coffee,Nice and quiet place with delicious food that's grown in their own garden.,Ambiance and Atmosphere,,False,0.38853297,0.22350866,0.38795838,NEGATIVE,0.0005745888
"KAOS CAFE - 24 Hours, Jacinto St.",4,coffee,Food is 10/10 in terms of taste and serving.,Product Quality,,False,0.3903357,0.21990728,0.389757,NEGATIVE,0.0005787015
Solace - Coffee Club,4,coffee,Ambiance there is just like any other cafe's with aesthetic and chill vibes.,Ambiance and Atmosphere,,False,0.38871506,0.22197866,0.38930628,POSITIVE,0.0005912185
Cafe Demitasse,5,coffee,Food & ambiance are equally great!,Ambiance and Atmosphere,,False,0.40223444,0.1949377,0.4028279,POSITIVE,0.00059345365
BRGR Alley Café,5,coffee,Very nice place the ambiance is so relaxing  smiling_face_with_hearts,Ambiance and Atmosphere,,False,0.3895139,0.2203723,0.39011377,POSITIVE,0.00059986115
Mori & Mill,5,coffee,Coffee star  star  star  star  star,Product Quality,,False,0.38433358,0.23073216,0.38493425,POSITIVE,0.0006006658
Bean Xpress Matina Branch,5,coffee,Best way to get coffee and chill,Ambiance and Atmosphere,,False,0.38710406,0.22640382,0.3864921,NEGATIVE,0.0006119609
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,The food is good and aesthetic.,Ambiance and Atmosphere,,False,0.39427328,0.21082656,0.39490023,POSITIVE,0.00062695146
The Coffee Bar at GMall of Davao,4,coffee,I love the atmosphere - relaxing and well lit.,Ambiance and Atmosphere,,False,0.40211138,0.19514582,0.40274283,POSITIVE,0.0006314516
The Coffee Bar at GMall of Davao,5,coffee,Very friendly staff and a nice comfortable atmosphere  growing_heart,Ambiance and Atmosphere,,False,0.39106935,0.2172255,0.39170516,POSITIVE,0.00063580275
Dakong Balay,5,coffee,"The place has a relaxing and homey atmosphere, perfect for family gatherings and special occasions.",Ambiance and Atmosphere,,False,0.39764607,0.20535366,0.3970002,NEGATIVE,0.00064587593
Kopi lah Roti,4,coffee,Luv the Kaya & coffee with condensed milk reminiscent of Asian coffees,Product Quality,,False,0.38156867,0.2375095,0.3809218,NEGATIVE,0.0006468594
The Coffee Bar at GMall of Davao,5,coffee,Food is good and so is the atmosphere.,Ambiance and Atmosphere,,False,0.39947656,0.20169468,0.39882883,NEGATIVE,0.0006477237
Espresso Lab Cafe Davao,4,coffee,"Ideal place to kill time, well air-conditioned and quiet.",Ambiance and Atmosphere,,False,0.39741448,0.20451765,0.39806792,POSITIVE,0.0006534457
Paramount Coffee Crocodile Park Davao,5,coffee,Good food and Good atmosphere  red_heart  red_heart  red_heart,Ambiance and Atmosphere,,False,0.3882029,0.22424963,0.38754758,NEGATIVE,0.00065532327
Kove,3,coffee,The place is new and has this nice aesthetic.,Ambiance and Atmosphere,,False,0.3982902,0.20408984,0.39761996,NEGATIVE,0.0006702244
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,"- Ambiance: Nice decors with xmas tree over xmas period, staff also hat xmas hats.",Ambiance and Atmosphere,,False,0.39123785,0.2181951,0.39056706,NEGATIVE,0.0006707907
Cafe Julieta,4,coffee,Bright atmosphere and jovial vibes.,Ambiance and Atmosphere,,False,0.3947137,0.20988977,0.39539653,POSITIVE,0.0006828308
Sipscape Cafe,5,coffee,The cozy ambiance and friendly staff made the experience even better.,Ambiance and Atmosphere,,False,0.39595014,0.20740062,0.39664924,POSITIVE,0.0006991029
The Crazy Bite Co. Sky Cafe,4,coffee,Atmosphere: Architecture and designs are great it helps the ambiance more appealing makes the consumers to want more.,Ambiance and Atmosphere,,False,0.38620123,0.22688614,0.38691255,POSITIVE,0.00071132183
The Secret Garden Cafe,5,coffee,"Overall, The Secret Garden Cafe provides a charming and peaceful ambiance, perfect for those looking to unwind and enjoy good food and company.",Ambiance and Atmosphere,,False,0.39504704,0.20918345,0.39576957,POSITIVE,0.0007225275
The Secret Garden Cafe,5,coffee,"The place is also equally great, serene little cafe vibe!",Ambiance and Atmosphere,,False,0.39891335,0.20143577,0.39965093,POSITIVE,0.0007375777
The Yolk Society,5,coffee,Not only an aesthetic cafe but well curated selection of coffee and food heart_hands,Ambiance and Atmosphere,,False,0.38854542,0.22217065,0.3892839,POSITIVE,0.00073847175
The Matcha Tokyo - Azuela High Street,5,matcha,"It has that calm, cozy vibe that makes you want to stay for a while.",Ambiance and Atmosphere,,False,0.3901907,0.22035947,0.38944983,NEGATIVE,0.00074085593
Whisk It Good Matcha,5,matcha,Atmosphere of the …,Ambiance and Atmosphere,,False,0.38702083,0.22671084,0.38626838,NEGATIVE,0.00075244904
Kafih - Davao,4,coffee,"The place was great, very clean and aesthetic.",Ambiance and Atmosphere,,False,0.41671225,0.16581139,0.41747636,POSITIVE,0.00076410174
Black Scoop Cafe Matina,4,coffee,"The coffee shop is very atmospheric, spacious and cozy.",Product Quality,,False,0.394407,0.21195498,0.39363796,NEGATIVE,0.00076904893
The Coffee Bar at GMall of Davao,5,coffee,Fave place for tambay,Ambiance and Atmosphere,,False,0.3877601,0.22370622,0.38853365,POSITIVE,0.0007735491
BRGR Alley Café,5,coffee,"Chill Location, Great Food, Amazing Service",Ambiance and Atmosphere,,False,0.40221617,0.19634667,0.40143722,NEGATIVE,0.0007789433
JH Garden Cafe and Restaurant Matina,5,coffee,"The quality of the food, the impeccable service, and the peaceful ambiance all come together to create a truly unique experience.",Ambiance and Atmosphere,,False,0.39724898,0.20628133,0.39646965,NEGATIVE,0.00077933073
PICKUP COFFEE - Davao Finance Center,5,coffee,very aesthetic place.,Ambiance and Atmosphere,,False,0.4101723,0.18044294,0.40938473,NEGATIVE,0.000787586
Matcha Bar - Marfori,5,matcha,Nice ambiance and good food and matcha,Ambiance and Atmosphere,,False,0.3900931,0.21902087,0.39088607,POSITIVE,0.0007929802
Matcha Bar - Marfori,5,matcha,Nice ambiance and good food and matcha,Ambiance and Atmosphere,,False,0.3900931,0.21902087,0.39088607,POSITIVE,0.0007929802
Whisk Davao Matcha,5,matcha,"about the place…It gives mi chill and good ambience, about the food and drinks yes it absolutely good well balanced.",Ambiance and Atmosphere,,False,0.40017587,0.19884732,0.40097672,POSITIVE,0.000800848
The Matcha Tokyo - SM Davao,5,matcha,very good matcha and nice interior,Product Quality,,False,0.38692078,0.22535698,0.38772225,POSITIVE,0.00080147386
The Matcha Tokyo - SM Davao,5,matcha,very good matcha and nice interior,Product Quality,,False,0.38692078,0.22535698,0.38772225,POSITIVE,0.00080147386
Glasshouse Coffee,5,coffee,It's located inside a guarded compound with a good ambiance and friendly staff.,Ambiance and Atmosphere,,False,0.3949198,0.21096413,0.394116,NEGATIVE,0.00080379844
Cafe Gervacios - Pastry and Coffee in Davao City,4,coffee,"The ambiance is ""Noir-chic"" of glossy wood, low ceilings, and a polished aesthetic that feels very classy.",Ambiance and Atmosphere,,False,0.39021066,0.22038385,0.3894055,NEGATIVE,0.00080516934
Koffiepauze,3,matcha,Relaxing ambiance,Ambiance and Atmosphere,,False,0.39021397,0.21876352,0.39102253,POSITIVE,0.0008085668
Lot 38 Kape,5,coffee,It's super nice and the vibe is great.,Ambiance and Atmosphere,,False,0.39368805,0.21343529,0.39287668,NEGATIVE,0.0008113682
Curiore Cafe,5,coffee,The atmosphere is calm and intimate.,Ambiance and Atmosphere,,False,0.39737204,0.20607279,0.3965552,NEGATIVE,0.00081685185
Daleachious Cafe - Ecoland Branch,1,coffee,"Otherwise, great location and nice interior atmosphere.",Ambiance and Atmosphere,,False,0.40679184,0.18559672,0.40761137,POSITIVE,0.00081953406
Annipie @ The Farm,5,coffee,Nice ambiance the crews are very attentive,Ambiance and Atmosphere,,False,0.3906749,0.21783058,0.3914945,POSITIVE,0.00081962347
Kapenato Toril,5,coffee,Aesthetic place but never compromises your comfort and food quality.,Ambiance and Atmosphere,,False,0.39240456,0.21433452,0.39326093,POSITIVE,0.00085636973
The Matcha Tokyo - SM Davao,5,matcha,love the matcha salted cream,Product Quality,,False,0.38234344,0.23616953,0.38148704,NEGATIVE,0.00085639954
