place_name,rating,shop_type,sentence,TargetAspect,sentiment,is_synthetic
Barok Cafe and Resto,1,coffee,Then I went to the table waiting for my food and then I called him because my drinks were ready.,Product Quality,,False
Green Coffee - Marfori,5,coffee,It's not haunted at all but it is a treat to have coffee and relax.,Product Quality,,False
Kopi lah Roti,4,coffee,Luv the Kaya & coffee with condensed milk reminiscent of Asian coffees,Product Quality,,False
Happy Valley Cafe Davao,5,coffee,Good food,Product Quality,,False
KISOM Atelier,5,matcha,Saw the Matcha bar ph logo.,Product Quality,,False
Starbucks - Matina IT Park,1,coffee,Not always good service.,Customer Service,,False
Coffee at Yellow Hauz,4,coffee,Either it has wifi but no power outlet or there is power outlet but no wifi.,Facilities and Amenities,,False
Evermore Cafe Davao,3,coffee,It was hard to call other staff.,Customer Service,,False
Out of Boredom,2,matcha,The matcha is good but quite pricey but i understand.,Product Quality,,False
Starbucks - Matina IT Park,5,coffee,Great study place!,Facilities and Amenities,,False
Hola Coffee,1,coffee,Once ordered a Spanish Latte and they gave me a Matcha Latte (I don't even drink Matcha) and when I told then that wasn't what I ordered they just told me 'Mao ang na punch ma'am.',Product Quality,,False
Cafe Julieta,5,coffee,Nice ambiance.,Ambiance and Atmosphere,,False
Dakong Balay,5,coffee,"From the moment I stepped inside, I was captivated by the restaurant's inviting atmosphere and charming interior.",Ambiance and Atmosphere,,False
Coffee By The Way,5,coffee,"Coffee by the Way offers a cozy and relaxing ambiance, making it a great place to unwind.",Ambiance and Atmosphere,,False
The Coffee Bar at GMall of Davao,5,coffee,The food and service are good and the vibes are chill.,Ambiance and Atmosphere,,False
&Matcha - Three Yards,5,matcha,"hundred_points  From the ambiance, food, and service—everything was really good.",Product Quality,,False
PICKUP COFFEE - Caltex Ecoland,5,coffee,"Fast service, friendly staff and affordable prices.",Price and Value,,False
The Limestone Brew,5,coffee,"Great food and best service, best coffee shop in Samal.",Product Quality,,False
Barok Cafe and Resto,3,coffee,It's a self-service restaurant with inattentive staff and flies hovering while eating.,Customer Service,,False
Starbucks SM Davao Expansion Wing,2,coffee,"In Bisaya, we call this behavior ""dalok"" which means an unwillingness to share, and in this case, chairs and tables in a communal shop.",Facilities and Amenities,,False
Kofi Gram Bangkal,5,coffee,"Food: it was really good, but their burger had too much mayonnaise to the point i thought it was an egg loudly_crying_face  Service: staffs were nice Atmosphere: i loved it sm.",Ambiance and Atmosphere,,False
HYGGE COFFEE 2,4,coffee,Place: This cafe has a lot of space/table since it has an extension inside.,Facilities and Amenities,,False
Green Coffee - Marfori,3,coffee,"For a coffee lover like me, the Americano is not that strong and a little bit bland which somehow is a bit surprising for its price which is a bit higher than most coffee shops around the city.",Price and Value,,False
Inherent Coffee,5,coffee,"Food  check_mark_button  check_mark_button  check_mark_button  check_mark_button  check_mark_button  Service  check_mark_button  check_mark_button  check_mark_button  check_mark_button  check_mark_button  Atmosphere  check_mark_button  check_mark_button  check_mark_button  check_mark_button  check_mark_button  Overall: 5 stars The food is worth it, it's worth the drive from downtown.",Customer Service,,False
STASH Coffee Co.,5,coffee,Food and especially the coffee is great.,Product Quality,,False
Espresso Lab Cafe Davao,5,coffee,Parking is limited and cramped.,Store Operations and Accessibility,,False
Annipie,5,coffee,Various pastry products were available here... Sweets for your sweeetheart?,Product Quality,,False
Verdeli Garden & Cafe,4,coffee,Food was okay but expensive.,Price and Value,,False
Paramount Coffee Crocodile Park Davao,4,coffee,"Besides this, it's a very nice place with a great atmosphere.",Ambiance and Atmosphere,,False
Mori & Mill,3,coffee,"The food was just so-so, especially considering the price point—I expected much better quality and flavors.",Product Quality,,False
Kafih - Davao,5,coffee,Good food and good service,Product Quality,,False
The Bloom Coffee & Start-Up Space,5,coffee,Place was very ideal for work and chill.,Facilities and Amenities,,False
Habitat Coffee - Tulip Branch,4,coffee,"It is a bit pricey and the portions are small for the price, but the drinks are high quality and the place has a lot of Instagram-worthy angles, so if you're into cafés with a good vibe and a productive atmosphere, this one's worth checking out.",Ambiance and Atmosphere,,False
Kafih - Davao,5,coffee,Love the food too.,Product Quality,,False
Blugré Coffee,2,coffee,"I was curious about how it would taste, but unfortunately, the experience was a mixed bag.",Product Quality,,False
Cafe Demitasse,4,coffee,Staff is attentive.,Customer Service,,False
Seattle's Best Coffee,5,coffee,Many families love to hang our here because there are two big and long tables.,Facilities and Amenities,,False
Evermore Cafe Davao,4,coffee,Service is nice.,Customer Service,,False
Seattle's Best Coffee,1,coffee,One of the worst service I had since coming back to Davao for holiday.,Customer Service,,False
Cafe Demitasse,5,coffee,"Great food, great ambiance, superb service Will definitely comeback for more",Ambiance and Atmosphere,,False
Coffee For Peace at One Oasis,5,coffee,Super affordable and super yummy.. authentic 100% beans used.,Price and Value,,False
Haron's Cafe,5,coffee,Really satisfied with their service and food.,Customer Service,,False
MANU Coffee,5,coffee,"Good food, Good coffee, Good service, nice ambiance.",Ambiance and Atmosphere,,False
The Matcha Tokyo - SM Davao,5,matcha,best matcha in davao :),Product Quality,,False
Cafe Demitasse,5,coffee,Delicious food and cakes.,Product Quality,,False
Out of Boredom,5,matcha,Matcha!!!,Product Quality,,False
Starbucks - Matina IT Park,2,coffee,It seems like they want you to get your coffee and get out.,Product Quality,,False
The Matcha Tokyo - Azuela High Street,4,matcha,The staff were polite and served quickly.,Customer Service,,False
Barok Cafe & Resto,1,coffee,"The service was terrible and extremely slow, despite multiple follow-ups it still took almost an hour.",Customer Service,,False
Coffee Project Mintal,5,coffee,"The ambiance, deco and coffee is perfect  smiling_face_with_hearts",Ambiance and Atmosphere,,False
KAPEMORE Roastery and Cafe,5,coffee,liked the coffee here + it's affordable!,Product Quality,,False
Matcha Ureshi Bar,5,matcha,"Good matcha, service and ambience",Product Quality,,False
Starbucks - SM Lanang,5,coffee,"What I had: Ice Shaken Espresso & White Chocolate Mocha What I liked: Standard Coffee, good location, good place to past time and waiting your flight since this place is 15 mins away from airport, pretty crowded but its open area, plus restroom.",Store Operations and Accessibility,,False
Seattle's Best Coffee,4,coffee,Food and drinks are okay.,Product Quality,,False
Coffee By The Way,3,coffee,It is overpriced and not for my liking.,Price and Value,,False
BRGR Alley Café,5,coffee, hundred_points  super sulit and the burger patty is superbbb  star-struck  my takeout nachos were packed very well  hundred_points,Price and Value,,False
Barok Cafe & Resto,3,coffee,"The food was okay but a bit pricey (for me), I recommend to bring maybe ₱500 and above to buy a decent meal, not a recommended place to study (they don't provide free wifi and also by the time we visited it is a bit crowded), also the staffs were unprofessional, just like what happened earlier, the cook shouted angrily to the cashier through the satellite phone, the crews were talking about their unnecessary private things in their lives, and also our order took so long to serve even though were near the cashier because they forgot to serve us because they were blabbing too much, also please maintain the cleanliness especially in the restroom because earlier the tissues piled up in the trash bin and also it smells bad, and in the washing area there's no soap to use.",Customer Service,,False
Humble Table,3,coffee,"The café has a very cozy and inviting ambiance inside, though the exterior may not be as appealing since it's located in a downtown urban-poor area.",Ambiance and Atmosphere,,False
Cafe Julieta,1,coffee,Our complaint was ignored by the staff.,Customer Service,,False
BRGR Alley Café,5,coffee,Excellent customer service.,Customer Service,,False
MATCHATUALS,5,coffee,It's A Good MatchAtuals Coffee,Product Quality,,False
Barok Cafe & Resto,5,coffee,WOW … amazing food and service and ambience,Product Quality,,False
Starbucks - SM City Davao,4,coffee,"Bigger space inside, with outdoor seating.",Facilities and Amenities,,False
Lara Mia Café & Bistro,5,coffee,Food and service was very good.,Product Quality,,False
Daleachious Cafe - Ecoland Branch,4,coffee,Nice staff… I will be coming back to try other food items on their menu for sure.,Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,2,coffee,"The place is great aesthetically, but the food were not that good",Product Quality,,False
Matcha Ureshi Bar,5,matcha,"good ambiance, good matcha & good service",Ambiance and Atmosphere,,False
Whisk Davao Matcha,5,matcha,The drinks are delicious  smiling_face_with_smiling_eyes,Product Quality,,False
Cafe Basilico,5,coffee,Very good service and food,Product Quality,,False
Purge Coffee Roaster,5,coffee,Love the coffee and food.,Product Quality,,False
MYLK Cafe,4,matcha,The space is very small and not the most comfortable for staying.,Facilities and Amenities,,False
Dear Joe Frontera,5,coffee,"Very good value for money, it's the new generation, service and food.",Product Quality,,False
The Coffee Bar at GMall of Davao,5,coffee,Accommodating staff and good food!,Product Quality,,False
ROOFTOP Café Bar,4,coffee,Best part of the experience was the staff!,Customer Service,,False
Brew and Cinnamon Cafe,4,coffee,Place is relaxing with the soothing music.,Ambiance and Atmosphere,,False
Kiks Davao,5,coffee,Also they're pet friendly!,Customer Service,,False
Barok Cafe & Resto - Buhangin,1,coffee,The food is not tasty.,Product Quality,,False
Kove,5,coffee,The staff are approachable and super nice and the coffee is super good.,Customer Service,,False
Barok Cafe & Resto,1,coffee,I even overheard a customer saying that the service took too long and that they regretted coming.,Customer Service,,False
The Matcha Tokyo - Azuela High Street,5,matcha,Yummy and perfect for matcha lovers,Product Quality,,False
Coffeecat,5,coffee,Good hangout and coffee.,Product Quality,,False
Starbucks SM Davao Expansion Wing,5,coffee,nice ambiance and very good crew,Ambiance and Atmosphere,,False
Glasshouse Coffee,5,coffee,The place is great and coffee is reasonably priced.,Product Quality,,False
&Matcha - Three Yards,5,matcha,my top1 matcha goto cafe,Product Quality,,False
Espresso Lab Cafe Davao,5,coffee,Nice smooth coffee with a bit of a nutty taste.,Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,It was self service but they did get me my drink the second time I ordered it and walking in and out was amazing as they were all in sync greeting me and my friends 10/10 would recommend,Customer Service,,False
Barok Cafe & Resto,5,coffee, round_pushpin  Barok Cafe & Resto  check_mark_button  Aesthetic interior  check_mark_button  Delicious food and drinks  check_mark_button  Lots of options in the menu,Ambiance and Atmosphere,,False
IDK cafe PH,5,coffee,Highly recommend if you're in the area and looking for a solid cup of coffee that hits the spot every time.,Product Quality,,False
Mille Matcha - DGT,4,matcha,Drinks were deep and satisfying.,Product Quality,,False
Purge Coffee Roaster,5,coffee,A pet-friendly cafe.,Customer Service,,False
Craft Coffee & Roastery,5,coffee,Good food.,Product Quality,,False
HYGGE COFFEE 2,5,coffee,"Still, bet namin mag go here because the food & drinks are worth it (cake & cookies too!)",Product Quality,,False
The Bloom Coffee & Start-Up Space,2,coffee,"The food is delicious, but he is overshadowed by the customer service, the mosquitoes, and the fact that they don't give you the wifi password.",Customer Service,,False
Seattle's Best Coffee,5,coffee,"Their service is amazing, the food portion is very worth it for the price and it tastes absolutely delicious.",Price and Value,,False
Lara Mia Café & Bistro,4,coffee,"Nice place under the trees in their garden, good people and accommodating and of course who can resist their good food!",Product Quality,,False
The Crazy Bite Co. Sky Cafe,5,coffee,Great food.,Product Quality,,False
Starbucks - SM City Davao,5,coffee,Great place for a cup of coffee.,Product Quality,,False
Daleachious Cafe - Ecoland Branch,5,coffee,"I liked this place, especially the atmosphere is very nice and clean.",Ambiance and Atmosphere,,False
"PICKUP COFFEE - Plaza de Bole, Torres St.",5,coffee,"The place was clean, and the staff were very patient, especially with kids.",Customer Service,,False
The Matcha Tokyo - SM Davao,5,matcha,He provides great service and great matcha,Product Quality,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,even the cashier helped in the service.,Customer Service,,False
Starbucks - SM City Davao,5,coffee,Best spot to have some hot or cold drinks!!,Product Quality,,False
Vanitea Cafe,4,coffee,Good area for a short coffee break or one or two hours of remote work since it is in the center of downtown Toril.,Product Quality,,False
Evermore Cafe Davao,2,coffee,"We really liked the ambiance, but the service and food safety issues definitely need serious improvement.",Product Quality,,False
The Limestone Brew,5,coffee,"The staff are kind, friendly, and accommodating.",Customer Service,,False
"KAOS CAFE - 24 Hours, Jacinto St.",1,coffee,"I hope this feedback is taken constructively and used to improve staff training, product knowledge, and order handling moving forward.",Customer Service,,False
Out of Boredom,4,matcha,The space is quite small — probably just enough to seat around 10 people inside — so it's not the best pick for big groups.,Facilities and Amenities,,False
Anniepie,5,coffee,Service and food were both great and the price seemed fair for being in the mall.,Price and Value,,False
Espresso Lab Cafe Davao,5,coffee,Great coffee and fast wifi!,Facilities and Amenities,,False
Whisk Davao Matcha,5,matcha,"We were not sure what to order, Sam and Loki were really helpful in helping us choose two_hearts  and the drinks they recommended were great.",Product Quality,,False
Humble Table,5,coffee,The place there is so cozy and perfect to study and very instragrammable.,Facilities and Amenities,,False
Glasshouse Coffee,2,coffee,Cashier gave off rude vibes.,Customer Service,,False
Mori & Mill,5,coffee,"""If you're looking for good food + good feels, Mori and Mill delivers.",Product Quality,,False
Dunkin' Davao People's Park,4,coffee,The place was clean and there weee people seated and enjoying their coffee and donuts.,Product Quality,,False
The Matcha Tokyo - Azuela High Street,5,matcha,GOATED matcha spot  star-struck  star-struck  star-struck,Product Quality,,False
STASH Coffee Co.,5,coffee,Their food and drinks are quite pricy but they are delicious.,Product Quality,,False
Whisk Davao Matcha,5,matcha,"The staffs are friendly and welcoming, shout out to Sam and loki!",Customer Service,,False
BRGR Alley Café,5,coffee,Food is great.,Product Quality,,False
Curiore Cafe,5,coffee,"Great service, cozy atmosphere, and solid food.",Ambiance and Atmosphere,,False
Starbucks - SM City Davao,5,coffee,The staff is very service minded.,Customer Service,,False
Coffeecat,5,coffee,went on a weekday afternoon after lunch and only a few people so its not crowded.,Ambiance and Atmosphere,,False
Cafe Demitasse,5,coffee,Food was great smiling_face_with_heart-eyes,Product Quality,,False
Kofi Gram Bangkal,4,coffee,Only down side is that they don't have WiFi,Facilities and Amenities,,False
Hygge Coffee,2,coffee,"However, the food and services are ""okay"" at best.",Product Quality,,False
Starbucks - SM City Davao,3,coffee,Food is very good and service is fast.,Customer Service,,False
BRGR Alley Café,5,coffee,"Kudos to all the staff, very accommodating  smiling_face_with_hearts  the place is calm and cozy perfect for chill with friends and family.",Customer Service,,False
Matcha Bar - Marfori,5,matcha,"The matcha had a beautifully balanced, authentic flavor it's rich and smooth.",Product Quality,,False
Mori & Mill,5,coffee,"The food was absolutely delicious, every dish was prepared perfectly and full of flavor.",Product Quality,,False
Lot 38 Kape,5,coffee,"Coffee is delicious and good, you have the option to choose your beans.",Product Quality,,False
Hygge Coffee,4,coffee,"the atmosphere here is very nice, the crew here is very approachable and the service is swift.",Ambiance and Atmosphere,,False
Hid'n Coffee,5,coffee,Great service from the baristas!,Customer Service,,False
The Coffee Bar at GMall of Davao,5,coffee,They have WiFi and the CR was clean.,Facilities and Amenities,,False
Barok Cafe & Resto,1,coffee,"The place, coffee, and food are totally okay, the internet connection needs improvement because I notice that many students, especially those who hang out alone, need internet.",Facilities and Amenities,,False
Starbucks - SM Lanang,5,coffee,POV: You came for one coffee… but stayed for the peaceful vibe and aircon therapy.,Product Quality,,False
Evermore Cafe Davao,5,coffee,The spanish latte is also good and strong.,Product Quality,,False
Fourth Street Cafe,5,coffee,Their coffee works and tastes good.,Product Quality,,False
Barok Cafe and Resto,1,coffee,We ordered our food at 2:29am and it was served to us exactly 3AM.,Product Quality,,False
STASH Coffee Co.,4,coffee,"The decor and atmosphere are great, but when there aren't many customers, the staff tend to chat loudly.",Customer Service,,False
Green Coffee - Marfori,3,coffee,Straight forward coffee and pastry.,Product Quality,,False
Starbucks - Abreeza Mall,2,coffee,So we got the attention of the crew then she traced and viola!,Customer Service,,False
Starbucks Damosa IT Park Drive-Thru,5,coffee,"love this place, cozy, clean with good food and good service.",Customer Service,,False
Purge Coffee Roaster,5,coffee,"If you're in the Matina area and are looking for a great place to unwind with a cup of coffee and pancakes, please visit Purge!",Product Quality,,False
Glasshouse Coffee,4,coffee,The music playlist being played varies between british indie and contemporary ballads.,Ambiance and Atmosphere,,False
HWYL COMMUNITY CAFÉ,5,coffee,Loved the food and drinks!,Product Quality,,False
Cafe Demitasse,5,coffee,"Great food, great ambiance, superb service Will definitely comeback for more",Customer Service,,False
Yukiss Cafe and KTV,2,coffee,The female staff rolled her eyes on us when we followed our orders up!,Customer Service,,False
Coffee Maybe Davao,4,coffee,Had a bit of hard time looking for parking though (parking area outside the building can only hold up to 6-7 cars I guess).,Store Operations and Accessibility,,False
Black Scoop Cafe Matina,5,coffee,I love their spicy buffalo wings along with their matcha latte.,Product Quality,,False
Starbucks - SM City Davao,1,coffee,Worst Staff,Customer Service,,False
Café Prelaya by The Joaquins’ Cheesecakes,4,coffee,Laidback ambiance to grab a quick coffee.,Product Quality,,False
The Coffee Bar at GMall of Davao,5,coffee,"Good food, great ambiance, amazing atmosphere, very affordable prices too",Price and Value,,False
Green Coffee - Marfori,5,coffee,The experience was very amazing for I was able to focus on my tasks because of the ambiance of the place.,Ambiance and Atmosphere,,False
Kofi Gram Bangkal,5,coffee,It is a small cafe with a minimal space.,Facilities and Amenities,,False
Coffee at Yellow Hauz,5,coffee,They have the fastest internet connection.,Facilities and Amenities,,False
Habitat Coffee - Tionko Branch,4,coffee,"Otherwise same old good food with great value for money, and superb service.",Price and Value,,False
"The Coffee Bar, Gaisano Mall of Toril",5,coffee,"cozy ambiance, friendly staff as well  sparkles",Ambiance and Atmosphere,,False
Starbucks - SM Lanang,4,coffee,"The ambiance and location of the coffee shop are nice, and I also liked their service, even though you might spend quite a long time in line.",Product Quality,,False
Koffiepauze,3,matcha,Internet access is limited with time,Facilities and Amenities,,False
Annipie Airport View,5,coffee,"One of the best sans rival cake I've tried Iced Spanish Latte - as expected from a spanish latte, it's on the sweet side.",Product Quality,,False
Daleachious Cafe - Bago Aplaya Branch,5,coffee,Food & Drinks were 100000/10 accommodating staff & store is neat and organized!,Customer Service,,False
JH Garden Cafe and Restaurant Matina,4,coffee,Staff is great.,Customer Service,,False
JAS Caffeinated,4,coffee,Different varieties of drinks and foods.,Product Quality,,False
Mori & Mill,1,coffee,Not worth the price.,Price and Value,,False
MANU Coffee,3,coffee,"With its well-designed interior, it is a nice spot to sit down and enjoy your food and drinks.",Product Quality,,False
Cafe Demitasse,3,coffee,food is great and ambiance is classy.,Product Quality,,False
roast. coffee,5,coffee,The place was clean and got a warm welcome from the barista.,Customer Service,,False
Kotetsu by Wood and Coffee,4,coffee,Nice place to have coffee in Claveria area.,Product Quality,,False
Starbucks Damosa IT Park Drive-Thru,5,coffee,You feel safe with plenty of parking space & polite staff,Facilities and Amenities,,False
"Miss Bridgette,",3,matcha,"We had our dinner here and ordered pizza and pasta, need some improvements though as the food is quite expensive for the quality and taste.",Product Quality,,False
Haron's Cafe,2,coffee,"Having read good reviews from at least a year back to as far as three (3) years ago, well I EXPECTED the same but….First, it took minutes for the one lone busy staff behind the counter to approach my table to get my order.",Customer Service,,False
JAS Caffeinated,5,coffee,Very accommodating staff!,Customer Service,,False
Green Coffee - Marfori,5,coffee,Lots of charging space and the WiFi is blazing fast!!,Facilities and Amenities,,False
Black Scoop Cafe Matina,5,coffee,Drinks and cake are superb thumbs_up  thumbs_up  thumbs_up  staff are also accomodating smiling_face_with_heart-eyes  smiling_face_with_heart-eyes  smiling_face_with_heart-eyes  the place is also good and clean …,Customer Service,,False
Fiend Coffee Club,3,coffee,"The food was good, the ambiance was nice, and the customer service was good.",Product Quality,,False
The Crazy Bite Co. Sky Cafe,4,coffee,the price was okay bc their servings are huge!,Price and Value,,False
Solace - Coffee Club,1,coffee,I asked the staff if their meals are available and he said yes.,Customer Service,,False
Green Coffee - Ecoland,5,coffee,Just ask the barista or the front desk about the password.,Customer Service,,False
The Coffee Spot & Lounge,5,coffee,Great food and affordable prices.,Product Quality,,False
ZeusX Esports and Cafe,3,coffee,"The brew is absolutely delicious, but the agonizingly slow service makes it hard to justify the visit unless you have zero plans for the day.",Customer Service,,False
Floury Cafe,5,matcha,"Great food, generous servings, cozy ambiance, and a convenient location.",Store Operations and Accessibility,,False
Whisk Davao Matcha,5,matcha,"Great place to catch up with friends and Angel has kindly let my friend whisk her own matcha, such a fun interactive experience!",Product Quality,,False
WORK CO COWORKING MATINA BRANCH,5,coffee,Truly a lifesaver for students/professionals looking for a place in Davao City to study or work.,Facilities and Amenities,,False
Seattle's Best Coffee,1,coffee,We overheard multiple complaints and dissatisfaction from customers towards the crew.,Customer Service,,False
Green Coffee - Diversion,1,coffee,Atmosphere is great for working and studying.,Ambiance and Atmosphere,,False
Mori & Mill,5,coffee,Nice place and good food,Product Quality,,False
Daleachious Cafe - Buhangin Branch,3,coffee,Ambiance.,Ambiance and Atmosphere,,False
Starbucks - Matina IT Park,5,coffee,The coffee is great and the pastries taste so good!,Product Quality,,False
Starbucks - Matina IT Park,4,coffee,Coffee is great and the vibe of the place nice.,Ambiance and Atmosphere,,False
BRGR Alley Café,5,coffee,The service was also great.,Customer Service,,False
Kiks Davao,5,coffee,I highly recommend this to all coffee lovers out there.,Product Quality,,False
Humble Table,5,coffee,"Fantastic host and experience at Humble Table and the ""speakeasy"" tea space Ma Tea.",Facilities and Amenities,,False
Whisk Davao Matcha,5,matcha,"I loved the place, the people and their matcha is really 10/10.",Product Quality,,False
"Miss Bridgette,",4,matcha,Good place to have lunch/dinner with friends because it is not too crowded and the noise level is quite moderate.,Ambiance and Atmosphere,,False
Starbucks - SM City Davao,4,coffee,Excellent coffee ang good services.,Product Quality,,False
Midori Matcha Davao,5,matcha,"yummy, high quality matcha!",Product Quality,,False
Cafe Tavera,5,coffee,Great food and staff.,Customer Service,,False
The Crazy Bite Co. Sky Cafe,5,coffee,My experience in CRAZY BITE CO. is that the place is very nice and also their staff is very cheerful when greeting their customers and also the food is super affordable and very good.,Customer Service,,False
The Limestone Brew,5,coffee,Very accommodating when it comes to their customers.,Customer Service,,False
Floury Cafe,4,matcha,"The food was fresh, flavorful, and beautifully presented.",Product Quality,,False
Kotetsu by Wood and Coffee,3,coffee,"For sit-down restaurants where service demands are higher, it makes sense, but for a casual coffee shop, it feels unnecessary.",Customer Service,,False
Hygge Coffee,3,coffee,Good wifi,Facilities and Amenities,,False
Annipie Airport View,5,coffee,I highly recommend this place to must have seen it and taste their delicious variety of cakes and pastries,Product Quality,,False
KISOM Atelier,5,matcha,i like the test of matcha latte  heart_hands  smiling_face_with_heart-eyes  …,Product Quality,,False
Coffee Project Mintal,5,coffee,"I have been to all coffee shops in Davao, and this is the best ever.",Product Quality,,False
Green Coffee - Diversion,5,coffee,"Was genuinely impressed with the layout, the food and service.",Product Quality,,False
Karlo's Gourmet & Coffee,4,coffee,Coffee was good and the ambience is great.,Product Quality,,False
Steep Kohi,3,coffee,Came in near closing time with friends and family after a recommendation but was greeted by the pompous attitude of the owner/barista as if he was irritated that we wanted to purchase his drinks.,Product Quality,,False
Purge Coffee Roaster,3,coffee,Coffee's taste was really good and they have good variety of imported coffee but they served on small coffee cups( could have been better if they have option for mugs).,Product Quality,,False
Coffee Project Mintal,4,coffee,The ambiance is so cool.,Ambiance and Atmosphere,,False
Cafe Gervacios - Pastry and Coffee in Davao City,3,coffee,"Other than that, service was professional and excellent, food was delicious, location was convenient, and atmosphere was perfect.",Product Quality,,False
Fika Cafe - Lapu-Lapu,4,coffee,I was passing by to have some coffee while reading my book.,Product Quality,,False
HYGGE COFFEE 2,1,coffee,Is that how your staff should behave?!!,Customer Service,,False
Thirty Third Café,3,coffee,But still the service and ambiance is fantastic.,Ambiance and Atmosphere,,False
Floury Cafe,5,matcha,I ordered the matcha foam latte (?),Product Quality,,False
Green Coffee - Marfori,3,coffee,"However, I found their matcha drink very sweet.",Product Quality,,False
Lara Mia Café & Bistro,4,coffee,"However I did find the entrees a bit small, also service was slow during my 1st visit.",Customer Service,,False
Kove,5,coffee,Kudos for the coffee on always imrpoving,Product Quality,,False
Espresso Lab Cafe Davao,5,coffee,Great food and coffee.,Product Quality,,False
BRGR Alley Café,5,coffee,Good food Friendly crew Nice place There were many customers when we visited since it was a Saturday night.,Customer Service,,False
WORK CO COWORKING MATINA BRANCH,5,coffee,"Been here thrice already, and the place was quiet and cozy.",Ambiance and Atmosphere,,False
Green Coffee - Marfori,5,coffee,Good place to relax and have a cup of coffee!,Product Quality,,False
Brew Lane Café,4,coffee,They have oatside and the Matcha container with the logo of About Life Grocer so yah pass for me.,Product Quality,,False
Es.cafe,1,coffee,Atmosphere (2/5) the chairs are not very aesthetic.,Ambiance and Atmosphere,,False
Whisk Davao Matcha,5,matcha,"The matcha flavor is perfectly balanced, not too sweet and not too bitter.",Product Quality,,False
Craft Coffee,5,coffee,Here in Craft you will taste the best coffee in Davao in a unique atmosphere.,Ambiance and Atmosphere,,False
Café de Vivré,4,coffee,Service was fast.,Customer Service,,False
The Coffee Bar at GMall of Davao,5,coffee,"Ambiance is good and the food is great, its my 2nd time btw",Product Quality,,False
Lara Mia Café & Bistro,5,coffee,Great tasting food and cakes!,Product Quality,,False
Purge Coffee Roaster,5,coffee,Very accommodating staff and unique coffee flavors,Product Quality,,False
Kofi Gram Bangkal,5,coffee,The quality of coffee was great and your staff was very friendly and accommodating throughout the event.,Customer Service,,False
Cafe Gervacios - Pastry and Coffee in Davao City,5,coffee,the pastry taste great and worth the price for it's quality.,Product Quality,,False
BRGR Alley Café,5,coffee,"The ambiance was cozy and relaxing, and the coffee did not disappoint—it was really good.",Product Quality,,False
Knto Cinco - Puan Branch,5,coffee,Yummy coffee and fast service,Product Quality,,False
Space-Arabica,5,coffee,Quiet atmosphere.,Ambiance and Atmosphere,,False
Starbucks,4,coffee,Nice place but a bit crowded,Ambiance and Atmosphere,,False
Bean Xpress Matina Branch,5,coffee,Overall good place to have coffee.,Product Quality,,False
Starbucks Damosa IT Park Drive-Thru,5,coffee,Good food and drinks.,Product Quality,,False
Apo Cafe,5,coffee,"The prices are reasonable, the coffee is excellent, and it has a prayer room, which is a major plus.",Product Quality,,False
Steep Kohi,5,coffee,Tight space but doesn't matter.,Facilities and Amenities,,False
Café Joa,5,coffee,"Surely you will also love staying here ambiance are Good, Food Taste Better and mostly as a coffee lover imma give this cafe a 9/10 overall slightly_smiling_face",Product Quality,,False
"The Coffee Bar, Gaisano Mall of Toril",5,coffee,Good Ambiance.,Ambiance and Atmosphere,,False
Habitat Coffee - Tionko Branch,3,coffee,They could improve on the customer service though.,Customer Service,,False
Kapeweñoz V. Mapa,5,coffee,They also sell coffee beans too!,Product Quality,,False
Brew and Cinnamon Cafe,5,coffee,"So nice ambiance at this shop, the place is just in front of GoHotel/ Phonex near Guadalupe Village.",Ambiance and Atmosphere,,False
JAS Caffeinated,4,coffee,"I had breakfast a la carte, which was good value .",Price and Value,,False
Koffiepauze,3,matcha,Relaxing ambiance,Ambiance and Atmosphere,,False
Coffee at Yellow Hauz,3,coffee,"Sorry but for the prices of their food & beverages, they don't even have free water nor unlimited free wifi.",Product Quality,,False
Cafe Basilico,5,coffee,Very friendly and accommodating  heart_suit,Customer Service,,False
Cafe Gervacios - Pastry and Coffee in Davao City,4,coffee,"As for their drinks, I got their sweet nostalgia latte and it tasted great!",Product Quality,,False
Floury Cafe,5,matcha,"Sulit ang prices, lami ang food.. and great place to hangout with friends!",Price and Value,,False
Coffee at Yellow Hauz,5,coffee,Good coffee.,Product Quality,,False
Finca,3,coffee,Price is kind of higher than the rest of the coffee shops.,Product Quality,,False
MYLK Cafe,5,matcha,Their drinks are good.,Product Quality,,False
Gulf Coast Coffee and Co.,5,coffee,Sulit and Lami pa.  smiling_face_with_hearts,Price and Value,,False
Starbucks - SM City Davao,5,coffee,My fave coffee item is their hazelnut latte with 30 percent sugar and skimmed milk.,Product Quality,,False
Repeat Coffee,5,coffee,Very tummy friendly.,Customer Service,,False
Wood and Coffee Davao,4,coffee,But there was a recent addition of a 5% service charge that wasn't there before.,Customer Service,,False
The Crazy Bite Co. Sky Cafe,5,coffee,Welcoming staff.,Customer Service,,False
Coffee Project Mintal,1,coffee,The cafe was supposed to open at 8 am but we were let in at 810 after one of the customers who waiting with us continually asked to be let in already.,Store Operations and Accessibility,,False
Purge Coffee Roaster,5,coffee,"The food was delicious, the serving size was generous, and the staff were friendly and attentive.",Product Quality,,False
