place_name,rating,shop_type,sentence,TargetAspect,Sentiment,is_synthetic
Matina Matcha Lab,2,coffee,"Pila na ka semana nga sira ang CR, wala gyapon gi ayo hangtod karon.",Store Operations and Accessibility,Negative,True
Cafe Kadayawan,1,coffee,Nag renovate sila for a month pero wala nag post bisan asa nga closed sila.,Store Operations and Accessibility,Negative,True
Kape Lokal,1,coffee,CR out of order since last week pero wala pa gihapon giayo.,Store Operations and Accessibility,Negative,True
Matcha Muna,1,coffee,"Puno kaayo walay lingkuranan, wala pa sila mag expand sa space nila.",Store Operations and Accessibility,Negative,True
Green Leaf Matcha Bar,2,coffee,"Wala silay parking guard, mag guess na lang ka kung safe ba ipark diri sakyanan.",Store Operations and Accessibility,Negative,True
Cafe Ilang-Ilang,2,matcha,Two hours ang byahe para lang makita nga closed diay for maintenance.,Store Operations and Accessibility,Negative,True
Matcha Bar 88,1,matcha,"Sobra kadaghan tao, walay number system so kalibog kung sino nag una.",Store Operations and Accessibility,Negative,True
Kape Balay,2,coffee,"Naay maintenance daw sila every Monday pero wala gisulat bisan asa, nabiyaan lang mi.",Store Operations and Accessibility,Negative,True
Kape Bukid,2,coffee,Naay sign nga bukas pero pag duol nako wala diay tao mag bantay sa counter.,Store Operations and Accessibility,Negative,True
Barako Corner Cafe,1,matcha,"Wala silay proper ramp, kinahanglan pa mo sakay og hagdan bitbit ang stroller.",Store Operations and Accessibility,Negative,True
Buhangin Bean House,1,matcha,"Grabe ka sikip ang walkway papadulong sa loob, dili gani dalawa makalabang.",Store Operations and Accessibility,Negative,True
Lanang Latte Bar,2,matcha,"Pila ka beses na ko niari, permi sira ang wifi bisan naay sign nga free wifi.",Store Operations and Accessibility,Negative,True
Cafe Sinabuyan,2,matcha,"Lisod maka park kay one way lang ang dalan, mag circle circle pa ko.",Store Operations and Accessibility,Negative,True
Kape Dabawenyo,1,coffee,"Baho og kanal ang gawas, tapos ang sulod kay murag kulob na basahan. Maka-turn off jud mag tambay diri.",Ambiance and Atmosphere,Negative,True
Matcha Masa,2,matcha,"Sakit sa mata ilang suga, murag operating room sa clinic. Dili man lang i-adjust aron relaxing ang palibot.",Ambiance and Atmosphere,Negative,True
Kanto Brews,1,coffee,"Ga kiling-kiling ilang mga lamisa unya gahi kaayo ang mga lingkuranan. Piskot, sakit sa likod mag dugay.",Ambiance and Atmosphere,Negative,True
Luntiang Dahon,2,matcha,Sobra ka huot ang pwesto tapos grabe maka-shagit ang pikas table. Dili gyud ko maka-focus sa akong pag-study.,Ambiance and Atmosphere,Negative,True
Poblacion Roasters,1,coffee,"Grabe ka igang sa ilaha, nag tipid siguro sa kuryente kay sington ta maski nag iced na. Init kaayo.",Ambiance and Atmosphere,Negative,True
Silingan Coffee,2,coffee,"Kurat ko kay naa pay extra service fee sa resibo, unya self-serve man diay gihapon ta sa counter! Scammer moves.",Price and Value,Negative,True
Matcha Vibe Davao,1,matcha,"Sus, pwerteng gamaya sa serving sa ilang pastry pero tag 250 pesos kapin! Gibitik ra man ta ani, layo ra sa menu pic.",Price and Value,Negative,True
Obrero Beans,1,coffee,"Pwerteng mahala sa ilang drinks pero murag 3-in-1 powder ra ang lasa. Hastang lugia nako, sayang lang kwarta.",Price and Value,Negative,True
Green Whisk,1,matcha,"Hugaw kaayo ilang lababo tapos wala pay hand soap. Guba pa gyud ang gripo, isa-isa ang tulo sa tubig.",Facilities and Amenities,Negative,True
Agdao Espresso,2,coffee,"Gubot ilang sistema pag order, nagpatong-patong ang linya tapos hastang dugaya milihok sa mga staff. Na late na nuon ko.",Store Operations and Accessibility,Negative,True
